N1,N2,N3,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,label
14686.0,0.624,105.0,city_21,,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,0
3878.0,0.92,55.0,city_103,Male,Has relevent experience,Full time course,Masters,STEM,6,10000+,Pvt Ltd,3,0
29534.0,0.848,57.0,city_27,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,0
30315.0,0.767,31.0,city_162,,No relevent experience,no_enrollment,Graduate,Other,9,100-500,Public Sector,3,0
11790.0,0.92,110.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,1
20341.0,0.92,47.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,1,0
4080.0,0.624,10.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,1
21791.0,0.923,125.0,city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,1
8582.0,0.92,12.0,city_160,,No relevent experience,no_enrollment,,,17,10000+,Pvt Ltd,>4,0
2254.0,0.6659999999999999,42.0,city_64,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,0
31657.0,0.527,40.0,city_128,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,1
25078.0,0.767,39.0,city_162,,Has relevent experience,Full time course,Graduate,STEM,10,1000-4999,Pvt Ltd,1,0
17723.0,0.92,34.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,<1,100-500,NGO,1,0
15353.0,0.92,64.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Early Stage Startup,2,0
22173.0,0.92,141.0,city_103,,No relevent experience,no_enrollment,Graduate,Business Degree,5,5000-9999,Pvt Ltd,>4,0
19264.0,0.92,10.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,0
23094.0,0.74,32.0,city_53,Male,Has relevent experience,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,>4,0
25616.0,0.6890000000000001,54.0,city_149,Male,Has relevent experience,Full time course,Masters,STEM,19,<10,Funded Startup,1,0
25011.0,0.903,158.0,city_165,,Has relevent experience,Full time course,Graduate,STEM,11,100-500,Pvt Ltd,>4,0
8070.0,0.89,51.0,city_45,,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,2,0
10306.0,0.92,28.0,city_103,,Has relevent experience,Full time course,Masters,STEM,6,50-99,Pvt Ltd,2,0
12563.0,0.926,80.0,city_114,Male,Has relevent experience,Full time course,Masters,STEM,13,10/49,Public Sector,2,0
5755.0,0.802,10.0,city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,0
1277.0,0.939,43.0,city_28,,No relevent experience,no_enrollment,High School,,4,,Pvt Ltd,never,0
16778.0,0.624,218.0,city_21,Male,No relevent experience,Full time course,Masters,STEM,1,500-999,Pvt Ltd,1,0
5577.0,0.624,52.0,city_21,,No relevent experience,no_enrollment,Graduate,STEM,<1,10/49,,1,0
19301.0,0.92,20.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,0
17880.0,0.926,12.0,city_114,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,,,2,0
13283.0,0.92,70.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,>4,0
16558.0,0.924,43.0,city_104,,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,0
24374.0,0.624,30.0,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,<1,100-500,Pvt Ltd,1,1
10697.0,0.91,17.0,city_16,,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,,0
18048.0,0.848,67.0,city_27,Male,Has relevent experience,Full time course,High School,,6,50-99,Pvt Ltd,2,0
3838.0,0.878,22.0,city_173,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,0
6663.0,0.691,26.0,city_91,Male,Has relevent experience,Full time course,Graduate,STEM,3,<10,Pvt Ltd,1,0
2256.0,0.698,139.0,city_76,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,never,0
21985.0,0.92,89.0,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,,Pvt Ltd,2,0
28409.0,0.92,87.0,city_103,,Has relevent experience,,Graduate,STEM,3,<10,Early Stage Startup,1,0
29617.0,0.887,166.0,city_100,Male,Has relevent experience,Part time course,High School,,1,500-999,Pvt Ltd,1,0
24764.0,0.92,92.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,0
27264.0,0.92,80.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,0
32214.0,0.727,85.0,city_142,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,0
23914.0,0.878,25.0,city_173,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,>4,0
549.0,0.847,10.0,city_80,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Public Sector,1,1
29951.0,0.682,23.0,city_19,,No relevent experience,Full time course,Graduate,STEM,3,,,never,0
5551.0,0.682,32.0,city_19,Male,No relevent experience,Full time course,Graduate,STEM,2,,Pvt Ltd,never,0
8773.0,0.754,16.0,city_73,Male,Has relevent experience,no_enrollment,,,10,10/49,Pvt Ltd,1,0
338.0,0.92,45.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,8,,,2,1
23903.0,0.92,83.0,city_160,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,1
20868.0,0.924,11.0,city_104,Male,Has relevent experience,no_enrollment,Phd,STEM,9,100-500,Pvt Ltd,1,1
10725.0,0.624,92.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,0
27893.0,0.624,174.0,city_21,Male,No relevent experience,Full time course,Masters,Other,2,10/49,,1,1
19421.0,0.92,36.0,city_103,Male,No relevent experience,Full time course,Masters,STEM,9,,,>4,1
13885.0,0.92,22.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,1,0
27242.0,0.91,46.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,>4,0
28756.0,0.698,180.0,city_134,,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,0
14160.0,0.92,113.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,1,0
17202.0,0.91,146.0,city_16,Male,Has relevent experience,Full time course,Graduate,STEM,>20,100-500,Pvt Ltd,>4,0
33293.0,0.887,35.0,city_100,,No relevent experience,Full time course,Graduate,STEM,3,,,1,1
21576.0,0.624,11.0,city_21,,Has relevent experience,no_enrollment,Graduate,No Major,4,50-99,Pvt Ltd,4,0
4699.0,0.92,12.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,1
24632.0,0.92,19.0,city_160,,No relevent experience,no_enrollment,Phd,STEM,>20,5000-9999,Public Sector,>4,0
5701.0,0.899,12.0,city_23,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,never,0
20277.0,0.92,74.0,city_103,,No relevent experience,Part time course,Graduate,STEM,<1,100-500,,never,0
6273.0,0.624,66.0,city_21,Male,Has relevent experience,Part time course,Graduate,STEM,3,<10,Pvt Ltd,never,0
25159.0,0.794,4.0,city_105,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,,0
14370.0,0.92,176.0,city_103,Other,No relevent experience,no_enrollment,,,4,,,1,0
31580.0,0.91,15.0,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,4,0
18167.0,0.836,20.0,city_138,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,3,0
8719.0,0.802,108.0,city_65,,No relevent experience,no_enrollment,High School,,3,<10,,never,0
9185.0,0.923,42.0,city_83,Male,Has relevent experience,Full time course,High School,,4,,,2,0
320.0,0.848,8.0,city_27,Male,Has relevent experience,Part time course,Graduate,STEM,>20,,,2,1
7086.0,0.91,21.0,city_16,Male,No relevent experience,no_enrollment,,,9,,,never,1
23386.0,0.887,156.0,city_100,Male,No relevent experience,Full time course,Graduate,STEM,7,,,>4,1
5638.0,0.698,131.0,city_90,Male,No relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,never,0
18685.0,0.91,94.0,city_16,,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,0
20013.0,0.91,81.0,city_16,Male,No relevent experience,no_enrollment,Primary School,,2,,,never,0
30214.0,0.926,144.0,city_114,Other,No relevent experience,Full time course,High School,,6,500-999,Pvt Ltd,2,0
9503.0,0.926,22.0,city_114,,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,0
26616.0,0.92,60.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,0
23900.0,0.913,12.0,city_61,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,>4,0
10784.0,0.91,7.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,2,0
17312.0,0.91,44.0,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,2,0
9567.0,0.92,94.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,1,0
12449.0,0.764,24.0,city_176,,Has relevent experience,,Masters,STEM,4,,,,0
18644.0,0.939,84.0,city_28,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,>4,0
3533.0,0.926,46.0,city_114,Male,No relevent experience,no_enrollment,High School,,7,<10,Funded Startup,1,0
20808.0,0.624,246.0,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,2,0
9434.0,0.92,108.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,0
5414.0,0.884,74.0,city_71,Male,Has relevent experience,Full time course,High School,,8,,,never,0
21603.0,0.624,50.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,0
28838.0,0.92,74.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,>4,0
11981.0,0.579,79.0,city_74,,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,1
27528.0,0.92,8.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,3,0
18178.0,0.7959999999999999,79.0,city_20,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,0
5867.0,0.579,34.0,city_74,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,1
9146.0,0.91,300.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,0
7655.0,0.624,42.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,1
10867.0,0.926,60.0,city_114,,No relevent experience,,High School,,2,,,never,0
31957.0,0.727,18.0,city_142,,No relevent experience,no_enrollment,Graduate,STEM,15,100-500,Funded Startup,3,0
27729.0,0.92,172.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Other,1,0
26392.0,0.92,24.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Funded Startup,1,0
28966.0,0.925,292.0,city_89,Male,No relevent experience,no_enrollment,Masters,STEM,13,100-500,Funded Startup,1,0
4316.0,0.92,5.0,city_103,,No relevent experience,,Graduate,STEM,6,,,,0
16964.0,0.92,54.0,city_103,,Has relevent experience,Full time course,Graduate,STEM,5,1000-4999,NGO,1,0
15733.0,0.92,14.0,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,0
27871.0,0.939,108.0,city_75,,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,>4,0
28264.0,0.887,110.0,city_100,Male,Has relevent experience,no_enrollment,Masters,STEM,1,5000-9999,Pvt Ltd,1,0
11967.0,0.794,74.0,city_37,,No relevent experience,Full time course,High School,,6,50-99,Pvt Ltd,1,0
9572.0,0.55,98.0,city_11,,No relevent experience,Full time course,High School,,3,,,,0
28430.0,0.92,55.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,never,0
1018.0,0.624,76.0,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,11,100-500,Pvt Ltd,1,1
4763.0,0.92,114.0,city_103,Male,No relevent experience,Full time course,Graduate,STEM,9,,,never,1
17378.0,0.897,95.0,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,2,0
14135.0,0.624,28.0,city_21,,No relevent experience,Full time course,Graduate,STEM,2,,,,1
872.0,0.92,18.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,0
105.0,0.899,59.0,city_23,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Funded Startup,3,0
17781.0,0.92,39.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,1,0
23250.0,0.926,35.0,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,4,0
6223.0,0.92,8.0,city_160,,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,,0
14535.0,0.926,43.0,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,0
29662.0,0.92,41.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,0
4167.0,0.92,106.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,never,0
7971.0,0.89,22.0,city_45,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,0
10261.0,0.92,84.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,0
12660.0,0.55,45.0,city_11,,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,0
31076.0,0.925,23.0,city_97,Male,Has relevent experience,Part time course,Masters,STEM,9,50-99,Pvt Ltd,>4,0
12454.0,0.624,210.0,city_21,,Has relevent experience,Full time course,Masters,STEM,4,50-99,NGO,2,0
14939.0,0.92,150.0,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,1
26860.0,0.926,28.0,city_114,Male,No relevent experience,Full time course,Graduate,STEM,9,,,1,0
23762.0,0.624,58.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,1,1
28279.0,0.926,64.0,city_114,Male,Has relevent experience,no_enrollment,High School,,>20,<10,Pvt Ltd,1,0
10421.0,0.92,19.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,0
17448.0,0.802,45.0,city_65,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,,1,1
13932.0,0.762,106.0,city_46,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,1,1
1067.0,0.92,28.0,city_103,Male,Has relevent experience,Part time course,Masters,STEM,3,1000-4999,Pvt Ltd,2,0
23617.0,0.92,37.0,city_103,Male,No relevent experience,Full time course,High School,,11,,,never,1
4854.0,0.91,24.0,city_16,Male,Has relevent experience,no_enrollment,High School,,20,,,>4,1
8321.0,0.91,44.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,3,0
5884.0,0.698,8.0,city_90,Male,No relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,3,0
22586.0,0.624,37.0,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,2,0
16784.0,0.926,32.0,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10/49,Pvt Ltd,1,0
10484.0,0.92,15.0,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,0
30004.0,0.92,72.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,1,0
13675.0,0.836,22.0,city_138,,Has relevent experience,no_enrollment,High School,,9,,,2,0
33297.0,0.479,19.0,city_126,,Has relevent experience,Full time course,,,>20,<10,Public Sector,>4,1
16427.0,0.624,161.0,city_21,Male,No relevent experience,Full time course,Graduate,STEM,6,,,never,1
7340.0,0.926,2.0,city_114,Male,No relevent experience,Full time course,Graduate,STEM,10,,,never,0
23020.0,0.92,40.0,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,8,50-99,Pvt Ltd,2,0
16221.0,0.804,168.0,city_102,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,0
5170.0,0.624,13.0,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,2,0
31999.0,0.691,25.0,city_91,Male,No relevent experience,Part time course,Graduate,STEM,1,,Pvt Ltd,never,0
26475.0,0.895,105.0,city_10,Other,No relevent experience,Full time course,Masters,STEM,3,,,2,0
8231.0,0.884,28.0,city_71,Male,Has relevent experience,Part time course,Graduate,STEM,7,100-500,Pvt Ltd,1,0
8521.0,0.92,46.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,,,1,1
15971.0,0.92,57.0,city_160,,No relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,4,0
9640.0,0.92,143.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,0
21487.0,0.804,28.0,city_102,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,0
32821.0,0.91,29.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Public Sector,2,1
8249.0,0.92,75.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,,1,1
15237.0,0.92,36.0,city_103,,No relevent experience,Full time course,Graduate,STEM,4,,,1,1
30405.0,0.92,126.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,0
14356.0,0.92,56.0,city_103,Female,Has relevent experience,no_enrollment,,,>20,,,>4,0
19748.0,0.92,17.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,,1,0
15415.0,0.926,53.0,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,0
15932.0,0.884,126.0,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,0
1192.0,0.949,3.0,city_98,Male,No relevent experience,Full time course,Graduate,STEM,1,1000-4999,Pvt Ltd,never,1
26573.0,0.91,68.0,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,1
20412.0,0.624,8.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,3,0
15597.0,0.91,48.0,city_16,Male,Has relevent experience,Full time course,Graduate,STEM,9,,,>4,0
29250.0,0.624,144.0,city_21,Male,No relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,1,1
10771.0,0.624,9.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10/49,Pvt Ltd,2,0
22238.0,0.92,27.0,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,>4,0
23662.0,0.92,34.0,city_103,,Has relevent experience,,Masters,Humanities,<1,50-99,Funded Startup,1,0
27789.0,0.92,109.0,city_103,Female,No relevent experience,Full time course,Graduate,STEM,3,,,never,1
22005.0,0.754,39.0,city_73,,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,>4,0
3898.0,0.899,178.0,city_23,Male,Has relevent experience,Part time course,Primary School,,11,5000-9999,Pvt Ltd,1,0
3702.0,0.92,62.0,city_103,Male,Has relevent experience,no_enrollment,High School,,6,10/49,Pvt Ltd,>4,0
6035.0,0.926,2.0,city_114,,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,0
17926.0,0.92,168.0,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,2,0
19173.0,0.92,80.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,0
31289.0,0.92,66.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,1
13312.0,0.92,9.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,,,1,1
20732.0,0.6659999999999999,23.0,city_64,Other,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,1
4564.0,0.939,52.0,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,4,0
18953.0,0.92,44.0,city_103,Male,No relevent experience,Full time course,High School,,11,10/49,Public Sector,1,0
20699.0,0.754,48.0,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,3,0
10385.0,0.91,16.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,0
12900.0,0.836,5.0,city_138,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,0
133.0,0.92,27.0,city_103,,No relevent experience,no_enrollment,,,5,,Pvt Ltd,never,0
27941.0,0.92,36.0,city_103,,No relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,0
21533.0,0.924,28.0,city_104,,Has relevent experience,no_enrollment,Masters,STEM,3,<10,,1,0
31889.0,0.92,17.0,city_160,Male,No relevent experience,no_enrollment,Primary School,,3,,,1,0
13254.0,0.91,4.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,0
1945.0,0.624,19.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,2,0
1280.0,0.92,23.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,0
1119.0,0.92,88.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,0
17294.0,0.897,80.0,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,0
9384.0,0.913,143.0,city_61,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,0
