WSR0,WSR1,WSR2,WSR3,WSR4,WSR5,WSR6,WSR7,WSR8,WSR9,WSR10,WSR11,WSR12,WSR13,WSR14,WSR15,WSR16,WSR17,WSR18,WSR19,WSR20,WSR21,WSR22,WSR23,WSR_PK,WSR_AV,T85,RH85,T70,RH70,T50,RH50,HT50,SLP,SLP_,Precp,label
2.8,2.3,1.9,1.6,2,2.1,2.4,2.9,3.3,4.4,3.5,4,4,3.9,4.3,4.5,4.1,3.9,3.4,3,2.5,2.6,2.1,2.3,4.5,3.1,19.4,0.77,10.3,0.74,-5.4,0.32,5890,10100,10,0,0
0.5,0.3,0.6,0.8,1.2,1,1.4,1.2,1.3,1.8,2.6,2.7,2.7,2.3,2.9,3.5,3.5,3.9,3.1,3.6,3.8,4.2,3.8,3.3,4.2,2.3,14.6,0.89,5.3,0.96,-9.5,0.64,5810,10125,-35,1.75,0
0.1,0.1,0.1,0.1,0.3,0.8,0.9,1.2,2,2,1.8,1.7,1.9,1.8,2.5,2.2,2.2,1.7,0.4,0.3,0.1,0.1,0.2,0.6,2.5,1,18.6,0.77,10.9,0.33,-3.4,0.03,5915,10120,-20,0,0
3.4,4,4.3,3.9,4.4,5.7,5.2,4.5,4.3,5.2,4.5,4.2,4.9,5.5,5.2,5.6,4.3,1.7,1.1,1.2,1.2,1,0.3,0.5,5.7,3.6,14.4,0.91,9.8,0.46,-9.7,0.41,5830,10125,-30,0.58,0
1,1.1,1.3,1.8,2.7,3.1,3,3.8,4,3.3,2.7,2.8,2.6,2.5,2.7,3.1,3.1,3.6,3.9,3.9,3.4,3.2,2.6,2.9,4,2.8,23.2,0.38,12.2,0.39,-9.7,0.53,5940,10165,-15,0,0
0.2,0.1,0.3,0,0.2,0.2,0.2,0.5,0.7,0.8,0.9,1,0.7,1.5,2.6,1.5,1.1,0.7,2.3,2.3,2.1,1.5,0.8,0.7,2.6,1,7.4,0.15,1.55,0.12,-11.9,0.05,5765,10250,-35,0,0
1.5,1.3,0.8,0.9,0.9,1,1.1,2.5,2.2,1.4,2,1.6,0.8,0.5,0.9,0.9,1,2.8,2.7,3.1,2.8,1,1.2,0.7,3.1,1.5,18.7,0.74,9.9,0.26,-8.4,0.19,5890,10140,5,0,1
0.1,1.6,2.5,2.1,2.7,2.5,3.4,3.7,3.1,3.7,4.4,4.1,4.2,4.3,4,3.6,3.1,2.9,3.2,3.4,1.9,2.1,2.2,2.1,4.4,2.9,14.6,0.65,7,0.15,-7.5,0.1,5900,10215,25,0,0
2.1,2,1.6,1.2,0.9,0.7,1,1.5,2,2.5,?,3.3,3.3,3.6,3.8,4.6,4.3,3.8,3.4,3,3.1,2.9,2.6,2.1,4.6,2.6,14.8,0.75,9.9,0.22,-9.9,0.46,5875,10170,20,0,0
2.1,0.9,0.9,0.8,1,0.7,1.4,1.7,1.2,1.3,1.5,1.1,1.1,1.7,1.7,1.1,1.1,0.8,1.1,0.4,0.4,0.1,0.2,0.2,2.1,1,17.4,0.82,7.5,0.8,-6,0.14,5855,10120,-25,0.05,0
3.3,3.7,3.7,3.3,2.9,2.7,2.6,2.8,3.2,4.1,3.4,4.1,4.1,3.4,3.3,3.4,2.5,2.1,1.3,0.9,1.1,1.4,1.5,1.1,4.1,2.7,3.75,0.23,2.4,0.16,-13.3,0.25,5795,10305,135,0,0
0.8,1.3,1.3,1.2,0.4,0.7,1.4,1.7,2.1,4.1,4.3,4.1,3.3,4,4.6,4.2,4.3,3.6,3.5,4,4,3.7,3.8,3.7,4.6,2.9,11.5,0.15,6.2,0.03,-14.5,0.04,5775,10180,-15,0,0
2.5,2.5,2.2,2.3,2.1,1.9,2.1,3.4,3.9,4,3.8,3.9,3.7,4,4,3.9,4.1,3.8,4.2,3.5,3.1,2.7,2.5,2.5,4.2,3.2,19.8,0.58,10.4,0.58,-7.7,0.66,5890,10120,0,0,0
1.5,1.7,1.7,1.7,1.3,1.7,1.8,2.6,3,2.4,2.2,2.5,2.1,2.8,2.8,2.7,3,2.8,2,1.5,0.9,0.2,0,0.2,3,1.9,13.6,0.23,10.5,0.03,-3.9,0.01,5870,10185,70,0,0
1,0.6,0.8,0.6,0.6,0.2,0.8,1.3,1,1.1,1.3,1.6,1.8,2.6,3,2.8,2.5,1.9,0.7,0.9,0.9,0,0.9,1.3,3,1.3,19.6,0.76,9.9,0.85,-5.4,0.3,5920,10125,10,0,0
?,?,?,?,?,?,?,?,1.4,1.3,0.4,1.7,2,2,2.5,3.2,3.4,2.6,1.3,1.1,0.4,0.4,0.4,0.4,3.4,1.5,19.1,0.55,10.2,0.26,-5.4,0.07,5905,10125,?,0,1
2.7,2.2,1.4,1.1,1.2,1.9,2.2,2.2,3,3.4,3.2,3.5,3.9,4.2,4.5,4.8,5.5,5.3,4.4,4.3,4.6,3.2,3.3,3,5.5,3.3,11.3,0.38,6,0.07,-13,0.04,5745,10135,-40,0,0
4.9,4.9,4.2,3,1.5,0.9,0.6,1.5,3,3.8,4.6,4.7,4.8,5,5,4.6,4.3,3.8,3.3,3.5,3.1,3.3,3.6,3.8,5,3.6,17.4,0.38,9.5,0.11,-9.7,0.3,5880,10165,-10,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,18.7,0.8,8.1,0.61,-7.6,0.34,5910,10160,10,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,15.1,0.99,7.5,0.76,-7.3,0.85,5855,10155,-25,2.95,0
0.7,0.7,0.7,0.4,0.1,0.4,0.6,1.5,2.6,2.7,3.2,2.5,2.6,2.3,3,3.2,3.6,4,3.7,2.9,2.1,1.8,1.3,0.8,4,2,17.5,0.68,6.5,0.84,-6.8,0.05,5895,10170,-10,0,0
1.4,1.9,1.4,1.3,0.5,1,1.7,2.3,3.2,2.9,2.7,3.5,2.2,1.7,1.3,1.5,1.4,2.5,2.9,2.6,2.5,1.9,1.7,1.4,3.5,2,14.3,0.9,4.9,0.62,-10.5,0.12,5840,10180,0,0.03,0
1.6,1,0.6,0.4,0.6,0.2,0.2,1.2,1.4,1.9,1.6,0.2,0.9,0.9,1.2,1.5,2.8,3.1,2.5,2.1,2,1.6,1.2,0.9,3.1,1.3,18.5,0.6,10.7,0.42,-6.1,0.4,5910,10130,10,0,0
3.9,3.8,4,4.3,4.2,4.1,4.5,4.6,4.2,4.4,4.3,4.6,4.7,2.3,1.8,1.9,2.3,1.6,2.5,2.8,2.3,2.7,2,3.5,4.7,3.4,15.9,0.79,8.5,0.31,-11.9,0.29,5780,10090,-25,0,0
1.7,1.9,1.4,1.4,0.7,1,1.3,1.4,1.6,1.6,2,2.4,2.7,3,3.4,3.4,3.9,3.6,3,1.9,1.9,2.2,1.4,0.9,3.9,2.1,17.3,0.85,7.4,0.73,-6.3,0.73,5890,10155,?,0,0
0.6,0.4,0.6,0.6,0.6,0.2,0.4,0.8,1.7,2.2,2.8,3,2.4,1.9,1.9,1.8,1.7,0.9,0.8,1.8,2,1.9,1.8,0.7,3,1.4,9.6,0.25,3.3,0.2,-11.9,0.17,5860,10285,50,0,0
0.5,0.7,0.8,0.8,0.7,1,1.3,1.7,1.7,1.7,2.2,2.5,1.8,1.9,1.2,0.7,1.2,2.1,1.3,0.1,0.1,0.2,0,0,2.5,1.1,13.8,0.46,9.1,0.3,-8.4,0.01,5890,10205,30,0,0
1.7,1.5,1.1,0.8,0.9,1,0.3,0.5,2.7,3.9,5.1,5.5,4.4,5.1,4.6,4.6,4.7,4.8,3.5,3,3.8,2.6,1.6,1,5.5,2.9,15.6,0.86,4.8,0.67,-14,0.35,5775,10105,-20,0.13,0
2.2,1.9,1.7,2.4,2.1,2.2,2.1,3.1,3.2,2.5,1.7,2.1,1.2,0.9,2.4,2.2,1.9,1.7,1.3,2.5,2.8,2.9,2.2,2.1,3.2,2.1,17.5,0.54,6.6,0.63,-7.3,0.29,5875,10145,-40,0.38,0
0.2,1.1,1.1,1.3,0.8,1,1,1.5,3.1,4,3.7,4,3.5,3.8,3.9,3.3,2.8,3.1,3.2,3.2,4.2,3.9,3.8,2.6,4.2,2.7,17.7,0.81,9.1,0.22,-5.9,0.14,5895,10130,5,0,0
0.7,0.5,0.4,0.8,0.6,1,0.7,1.9,2.5,2.3,2.8,3,3.5,4,4,4.2,3.7,2.7,1.5,0.9,0.3,0.2,0.2,0.4,4.2,1.8,4.8,0.36,-3.2,0.13,-19.1,0.08,5665,10200,130,0,0
1.9,1.7,1.1,0.9,1,1.3,0.6,1.9,3,2.5,2.3,4.2,3,3.2,3.8,3.5,3.8,3.3,1.3,0.4,0.9,0.9,1,1.3,4.2,2,17.9,0.35,7.3,0.53,-9.5,0.3,5840,10140,-10,0,0
1.7,1.3,0.5,0.9,1.1,1.3,2.1,2.6,3.7,4.3,4.9,5.1,5.5,5.8,5.7,6,5.4,4.6,4.2,3.5,3,2.8,1.7,1.5,6,3.3,13,0.74,3.9,0.44,-11.5,0.09,5800,10145,0,0,0
2.6,2.7,1.6,1.3,1.4,1.4,1.3,1.5,2.6,3.9,4,4,3.7,3.4,3.9,3.4,2.8,3.4,3.1,2.5,2.1,1.5,1.6,1.7,4,2.6,15,0.59,7.7,0.49,-8.5,0.28,5895,10215,-30,0,0
4.6,4.6,4.1,4.2,3.7,3.6,3.2,2.3,4.1,4.6,4.6,4.9,5.6,5.5,6.1,6.1,5.9,5.2,5,4.9,3.8,4.2,3,3.4,6.1,4.5,16.7,0.55,10.6,0.07,-6.4,0.05,5890,10140,-25,0,0
1.1,0.4,0.7,0.7,0.2,0.5,0.6,1.5,1.8,1.9,2,1.7,2.3,3,3.7,3.6,4.1,3.9,4,3.3,2.6,2.6,1.7,1.2,4.1,2.1,16.4,0.21,5.2,0.39,-13,0.28,5790,10135,0,0,0
0.5,1.7,3.4,1.8,2.4,3.3,3.4,3.1,2.2,2.6,2.9,2.6,2.5,3.2,2.9,1.8,1.1,2.2,3.4,4.5,4.6,3.9,4,3.4,4.6,2.8,16.5,0.89,8.4,0.87,-6.5,0.46,5820,10085,-15,2.72,0
2.6,2.1,2.3,1.8,1.5,1.2,1.2,2.9,3.6,4.2,4,3.7,2.9,2.3,2.2,2.5,2.5,2.7,4.1,3.5,3.2,3.3,2.5,3,4.2,2.7,20.5,0.64,10.3,0.62,-3.4,0.15,5945,10155,-5,0,0
0.5,0.6,0.2,0.4,0.5,0.9,1.2,0.4,0.7,0.8,0.8,1.1,1.5,1.9,2.1,2.6,2.4,1.4,0.4,1,0.6,0,0.3,0.6,2.6,1,18,0.67,10.4,0.41,-5.7,0.37,5910,10145,-5,0,0
3,2.2,2.5,2.6,1.8,2.1,2.2,2.5,2.4,2.7,2.1,2.6,3.2,3.5,3.2,3,3.4,3.9,3.7,3.6,3.7,3,3,3.3,3.9,2.9,10.1,1,3.3,0.69,-13.1,0.38,5745,10165,-35,0.33,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,0.36,-1.6,0.18,-17.6,0.1,5675,10220,90,0,0
3.3,1.8,1.9,1.2,0.8,0.8,0.7,0.8,1.9,3,2.2,1.6,1.5,0.7,1.4,2,1.7,1,1.3,1.7,1.8,1.5,1.3,1.2,3.3,1.5,11.9,0.55,5.2,0.44,-11.5,0.04,5815,10205,15,0,0
0.7,0.7,0.4,0.2,0.4,0.5,0.7,0.7,0.8,1.8,1.5,1.3,2.7,3,3.8,3.6,3.2,3.3,3.1,2.3,1.5,1.5,0.7,0.7,3.8,1.6,17.5,0.83,10.9,0.38,-5.8,0.31,5920,10145,20,0,0
0.3,0.1,0.2,0.1,0.4,0.1,0.8,1.3,1.1,1.6,2.6,2.6,2.2,2.4,2.2,2.8,2.8,3,2.3,2.4,2.2,1.9,1,0.7,3,1.6,10.3,0.82,4.6,0.05,-13.3,0.41,5800,10195,-15,0,0
0.5,0.1,0.5,0.3,0.4,0.4,0.4,0.6,1.3,2.3,1.9,1.4,1.8,2.1,2.9,4.2,4.4,4.1,3.3,2.6,2.4,1.5,1,0.9,4.4,1.7,17.7,0.24,9.8,0.18,-6.8,0.02,5860,10120,-5,0,1
3.9,4.7,3.8,2.3,3,3.7,3.4,3.8,4,3.6,3.1,3.5,3.9,2.9,3.4,3.3,3,2.5,3.1,2,1.5,1.6,2.1,2.9,4.7,3.1,4,0.94,-1.15,0.73,-17.6,0.88,5680,10220,20,0.03,0
0,0,0.4,0,0.4,0.5,0.4,0.5,0.9,1.6,1.5,1.6,0.9,1.7,1.3,1.7,1.1,0.7,0.4,0.4,0.6,1.3,1,0.3,1.7,0.8,14.7,0.34,6.6,0.09,-9.7,0.1,5880,10200,5,0,0
3.8,3.8,3.1,2.9,3.1,2.8,2.4,3.6,4.4,4.6,5.3,5.1,5.4,5.1,5,5.1,4.9,4.6,4.4,4.3,3.9,4.1,4.1,4.1,5.4,4.2,20.5,0.44,13.3,0.07,-7.8,0.16,5885,10115,10,0,0
1.4,1.1,0.7,0.9,0.3,1.1,3.3,3.1,2.6,2.1,2.5,2.8,2.5,2.3,3,2,1.5,1.3,1.4,0.7,0.1,0.1,0.4,0.1,3.3,1.5,11.6,0.79,4.5,0.44,-13.2,0.13,5810,10185,0,0.3,0
1.9,1.5,1.3,1.4,1.7,2,2.8,3.5,4.1,5.1,4.3,4.6,5.1,5.3,4.6,4,4,4.2,3.8,3.6,3.6,3.8,3.7,4.8,5.3,3.5,17.6,0.6,10.2,0.67,-4.7,0.1,5875,10110,-5,0,0
4.1,3.8,3.5,4.1,3.7,3.4,3.3,3.7,3.8,3.7,3.7,4.7,4.2,4.1,3.8,3.4,3.1,3.2,1.5,0.4,0.7,0.6,0.4,0.3,4.7,3,11.1,0.81,3.3,0.54,-12.2,0.46,5750,10145,15,0,0
0.8,0.9,1.6,1.3,1,1.1,0.8,1.2,0.9,1.9,1.9,1.4,1.8,1.6,1.1,0.8,1.1,1.2,0.1,0.2,0.1,0.7,0.7,0.2,1.9,1,10.8,0.67,1.6,0.6,-13.8,0.24,5830,10255,5,0,0
1.1,0.7,1.4,1.2,1.6,0.8,0.3,0.7,2,3,1.5,2,1.2,0.5,0.8,1.5,0.3,0.8,0.8,1.4,0.8,0.7,0.8,0.8,3,1.1,1.95,0.62,-0.75,0.17,-18.3,0.22,5655,10195,50,0,0
0.4,0.6,0.2,0.3,0.6,0,0.1,0.1,0.5,1.3,0.7,1.4,1,0.7,0.7,0.8,1.3,1.3,1.3,0.3,0.4,0.5,0.5,0.1,1.4,0.6,4.5,0.33,0.35,0.13,-19.3,0.11,5675,10190,50,0,0
0.5,0.2,0.8,0.5,2.1,0.3,0.7,0.4,2.1,2.8,3.3,2.5,2.5,2.8,2.4,2.1,2.1,2.4,1.4,0.6,0.9,0.9,1.2,0.7,3.3,1.5,10.4,0.6,2.3,0.4,-16.3,0.32,5760,10210,65,0,0
1.9,1.5,0.8,0.7,1.5,1.5,2,2.1,2.8,3.8,3.7,3.8,3.9,3.2,2.6,2.1,2.1,1.4,0.6,0.1,1.4,1.4,0.9,0.6,3.9,1.9,14.1,0.16,5.6,0.31,-10.8,0.09,5875,10235,100,0,0
4,3.3,3.6,3.1,2.6,2.1,2.5,3.1,3.8,3.3,3.5,4.2,3.9,3.4,3.1,2.3,2.3,2,0.7,1.8,2.5,1.9,1.3,1.2,4.2,2.7,10.9,0.77,1.7,0.38,-15.5,0.08,5695,10110,-40,0,0
1.4,1.8,1,1.9,1.8,1.7,3,4.8,5.4,5.7,6.3,5.9,6.1,6.4,5.9,6.4,6.2,5,2.6,1,1.3,1.8,3.1,5.9,6.4,3.8,8.9,0.61,5,0.46,-12.9,0.37,5635,10030,-110,0,0
3.4,3.5,3,1.8,2.1,3.2,3.1,3,3.8,3.8,3.3,3.2,3.1,3.1,3.2,2.9,2.9,2.5,1.1,0.7,1.4,0.4,0.3,0.2,3.8,2.5,6.3,0.72,-0.35,0.21,-18.1,0.04,5680,10165,50,0,0
0.4,0.4,1.6,5.5,4.4,3.1,1.7,2.5,1.9,1.3,1.7,3,3.2,2.7,2.4,3.2,3.2,2.9,2.2,3.2,3.2,3.5,3.6,3.6,5.5,2.7,13.2,0.86,4.3,0.66,-13.3,0.43,5730,10095,-120,2.36,0
0.5,0,0.4,0.4,0.7,0.9,1.7,1.7,2.1,2,1.1,1.2,0.8,0.5,0.8,0.6,0.8,1,0.6,1.1,1,0.3,0.6,0.4,2.1,0.9,11.8,0.38,4.5,0.5,-13,0.26,5825,10200,0,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17.8,0.79,8,0.71,-4.1,0.06,5915,10160,15,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,18,0.8,9.1,0.74,-6,0.69,5875,10115,-40,0,0
0.3,0.4,0.6,0.4,0.5,0.5,1,1.5,1.7,1.1,1.5,2,2.2,2.1,1.4,2.5,1.9,1.3,2.5,2.4,1.1,0.3,0.4,0.8,2.5,1.3,10.1,0.77,2.2,0.51,-11.1,0.05,5850,10250,25,0,0
2.1,2.2,2.2,1.7,2.1,1.8,1.3,0.8,1.3,3.1,3.2,2,1.9,1.4,1.8,2.1,3.1,2.4,1.8,1.7,1.3,2,2.1,1.5,3.2,2,8.4,0.47,2.6,0.19,-15.2,0.17,5720,10160,15,0,0
0.5,0.8,1.1,1.1,1,0.6,1.2,2.4,3,3.4,2.9,2.9,2.5,1.8,1.7,1.8,2.1,1.3,1,1.7,2.5,2.1,2.1,1.8,3.4,1.8,17.9,0.69,8.1,0.7,-7.8,0.58,5895,10160,-10,0,0
1.4,2.2,1.6,1.1,0.7,1,0.5,0.9,2.3,2.6,2.9,1.9,1.3,1.4,1.6,2.9,3.9,3.9,3.8,3,3,2.5,1.8,1.2,3.9,2.1,19.2,0.64,10.1,0.42,-6.1,0.15,5935,10170,40,0.2,0
1.5,1.5,1.4,1.9,2.6,2.3,2.7,2.9,2.6,2.8,2.4,2.5,2.7,3.8,3.2,3.5,3.7,3.5,3.3,2.9,2.9,3.4,3.1,3.1,3.8,2.8,6.7,0.76,1.5,0.59,-16.3,0.48,5710,10180,-90,0,0
1.5,0.9,0.6,0.2,0.8,0.8,0.8,0.7,2.3,2,2,2.1,2.2,2,1.9,3.2,3.8,3.8,3.7,3.6,3.2,2.9,2.4,2.1,3.8,2.1,22,0.23,10.4,0.27,-6.2,0.63,5945,10170,-5,0,0
2.4,3.2,3,2.8,2,1.3,1.5,1.7,2.8,3.9,3.6,2.9,1.9,1.2,0.5,0.4,1,1.1,0.8,1.3,1.7,2,1.7,1,3.9,1.9,12.3,0.28,6.8,0.06,-11.3,0.02,5865,10250,45,0,0
3.6,3.3,3.4,3,1.7,0.9,1.3,5.4,5.5,5.5,7,7.5,7.8,8.3,7.4,7.2,6.5,5.8,6.4,5.9,5.1,5,4.3,3.5,8.3,5,11.9,0.9,1.8,0.93,-13.1,0.62,5715,10095,-135,1.6,0
0.2,1.8,0.8,0.4,1.4,1.2,1.5,1.7,2.7,3.2,2.1,1.9,1.4,1.6,2,2.3,3.6,3.1,2.8,2.5,2.2,1.7,1.4,0.6,3.6,1.8,5.2,0.38,1,0.04,-17.2,0.12,5715,10210,80,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11,0.32,3.1,0.04,?,?,5750,10215,15,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.3,0.89,1.9,0.42,-13.6,0.72,5690,10150,15,2.21,0
1.2,1.2,1,0.8,0.8,1,0.6,1.1,3,3.4,4.1,3.3,2.6,3.4,3.3,3.4,2.5,0.3,0.9,1.9,0.8,0.5,0.8,0.7,4.1,1.8,11,0.41,2.6,0.59,-14.8,0.48,5675,10070,-80,0,0
0.4,0.8,0.9,1.3,1.3,1.9,1.3,1.9,2.7,4.4,5,5.5,4.9,5.1,5.1,5.1,4.9,4.5,3.4,2.6,1.7,1.7,2.2,2.4,5.5,3,6.5,0.18,3,0.03,-13.8,0.02,5795,10260,100,0,0
2.5,2.3,2.3,3.1,3.2,2.6,3,3.9,3.2,3.4,3.9,3.9,3.5,4.2,4.3,4.8,4.5,4.3,2.9,1.8,1.8,1.6,2.4,2.2,4.8,3.2,9.7,0.74,1.6,0.7,-15.5,0.46,5775,10215,10,0.1,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17.9,0.8,8.9,0.73,-5.3,0.08,5885,10120,-20,0.05,0
0.9,0.7,0.5,0.7,1,0.4,0.7,0.6,1.5,1.2,1,1.3,3.1,4.8,4.8,3.7,3.2,4.1,3.8,2.5,2.7,1.7,1.1,2.1,4.8,2,16.4,0.64,7.7,0.41,-7.6,0.14,5875,10165,5,0,0
1.7,1.5,0.5,0.9,0.8,0.1,0.2,1.7,3.4,2.5,1.5,1.7,2.1,2.1,2.6,2.7,4.6,4.3,3.9,3.3,2.8,2.8,2,2,4.6,2.1,21.1,0.38,9,0.53,-6.8,0.59,5940,10180,10,0,0
1.7,1.4,1.4,1.6,1.6,1.1,1,1.4,1.8,2.2,2.2,2.2,1.6,0.9,1.7,1.9,3.9,2.1,0.4,1.2,0.9,1.4,1.2,1.1,3.9,1.6,21.5,0.58,9.4,0.55,-6,0.1,5905,10125,-5,0.58,0
3,2.3,2.5,2,2.5,2,1.9,3.4,4.1,4.1,3,2.3,3,2,1.1,2.1,1.9,1.7,2.3,3.7,3.4,2.2,2.7,2.1,4.1,2.5,21.4,0.35,10.7,0.43,-6.7,0.67,5945,10170,10,0,0
3.4,3.9,3.7,3.7,3.1,2.3,2.5,3.5,4.4,4,4.9,5,5.1,4.4,4.3,4.7,4.1,4.4,4.4,3.8,3.9,3.7,3.7,4.1,5.1,4,?,?,?,?,?,?,?,?,?,0,0
1,0.7,0.8,0.6,0.9,1.2,1.3,1.7,2.8,2.9,2.7,2.6,2.2,2.4,2.3,2.8,3.2,2.7,2.1,1.5,3.3,2.9,2.6,0.2,3.3,2,16,0.84,5,0.78,-10.3,0.65,5850,10175,-15,0.18,0
3.5,3.7,3.9,4.4,2.4,2.3,1.9,2.5,3.7,4.6,4.7,4.5,4.6,5.3,4.8,5.3,5.1,4.4,2.9,1.4,1.1,0.4,0.8,0.4,5.3,3.3,13.9,0.9,4.8,0.63,-11.1,0.07,5780,10125,-10,0.48,0
3,2.8,2.4,1.7,1.5,1.7,2,1.6,3.1,3.5,3.8,4.3,4.5,4.7,5.1,5.1,4.6,4.3,3.5,2.6,1.6,1.3,1.2,1.2,5.1,3,12.7,0.54,4.6,0.2,-12.9,0.79,5820,10185,-20,0,0
2.3,1.6,1.4,1.8,0.9,0.4,0.4,1.1,1.7,2.8,5.8,6.2,6,6.5,6.5,6.9,6.1,6.2,5.5,5.9,8.7,9.3,7.7,8.3,9.3,4.6,12,0.26,3.2,0.17,-15.9,0.32,5665,10065,-10,0,0
0.8,1.1,1.1,0.9,1.4,1.4,1.5,1.5,2.1,3,4.1,4,3.7,4.3,4.5,4,4,3.4,2.6,2.8,2.1,1.7,1.4,1.3,4.5,2.4,8.1,0.61,3.3,0.13,-12.1,0.09,5780,10190,0,0.03,0
1.2,1.4,1.5,1.4,0.9,0.8,1,1.9,3.3,4.3,4.3,4.5,4.4,4.2,4.4,4.3,3.8,3.5,3.2,3,3,2.9,3,2.6,4.5,2.9,13.4,0.53,9.5,0.16,-5,0.06,5855,10125,20,0,0
1.4,1.1,1.2,2.4,1.8,0.8,0.6,1.7,2.7,3.1,2.6,2.5,2.2,1.9,2.5,2.7,2.4,2.2,2.5,2.8,3.2,2.9,2.4,2,3.2,2.1,18.8,0.62,9.5,0.41,-10.1,0.25,5880,10145,-15,0,0
2.4,1.8,1.8,1.9,1.9,1.6,1.8,2.1,2,1.7,1.2,1.3,1.8,3.9,1.5,1.1,0.7,0.5,1.8,?,?,?,?,?,3.9,1.7,13.7,0.71,6.2,0.33,-11.2,0.46,5820,10160,0,13.18,0
1.3,2,2.1,1.2,1,0.8,0.9,2.7,2.7,3,3.2,2.2,1.7,2.1,1.7,1.9,1.3,2.5,3,1.8,2.4,3.1,2.9,2.4,3.2,2.1,18.7,0.73,8.8,0.76,-5.2,0.47,5925,10155,-5,0,0
2.9,2.6,1.5,2.7,1.5,1.7,2.7,2.1,2.4,4.3,4.1,4.3,4.5,4,3.2,3.5,3.8,3.8,4.1,3.8,1.2,4.6,4.7,3.6,4.7,3.2,18.1,0.82,9.5,0.44,-8.2,0.35,5850,10100,-15,0.08,0
1.1,0.6,0.5,0.8,0.8,0.8,0.2,1,1.3,1.5,0.8,1,2.1,2.3,2.5,2.7,3.7,3.8,3.4,2.6,2.2,1.6,1,0.8,3.8,1.6,16.8,0.55,8.4,0.05,-8.1,0.02,5865,10140,0,0,1
1.4,1.7,1.6,1.3,3,2,1.9,2.1,2.6,2.5,2.6,2.2,2,2.2,1.4,1.7,1.6,2.1,1.7,2.1,1.9,2.1,2.4,1.6,3,2,13.5,1,4.6,0.74,-11.2,0.32,5740,10090,-50,3.68,0
0.1,0.2,0.4,0.5,0.2,0.4,0.3,0.1,1.3,3.5,4.3,4.2,4,3.9,4.1,4.2,3.7,2.9,1.8,2,2,0.9,0.5,0.3,4.3,1.9,6.2,0.15,3.5,0.02,-15,0.14,5745,10205,75,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.4,0.6,1.95,0.55,-14.1,0.44,5640,10095,35,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17.2,0.8,8.6,0.45,-7.6,0.67,5895,10160,?,0,0
3,2.8,2,1.3,0.2,1.7,1.7,0.9,1.8,2.7,3.6,3.5,3.5,4.2,4.6,5,4.2,3.5,2,0,0.4,0.1,1,2.8,5,2.4,22.4,0.24,12.1,0.22,-9.1,0.49,5840,10045,-20,0,0
2,1.7,2.3,1.7,1.5,1.3,1.3,2.2,3.3,1.5,2.1,0.7,1.6,4,3.4,3.3,2.7,2.5,2.4,1.8,1.1,1,0.8,0.8,4,2,17.5,0.85,9,0.74,-8.2,0.39,5910,10175,35,4.37,0
0.7,0.9,0.6,0.9,0.8,0.8,1.3,2.6,3.8,3.1,2.8,2.7,2.1,1.8,1.4,1.3,0.8,0.8,0.9,0.8,1.2,1.7,2.1,1.7,3.8,1.6,18.3,0.95,10.6,0.26,-4.3,0.04,5900,10120,5,0,0
3,1.5,1.6,2.2,2.2,1.9,1.7,2,3.4,4.9,5,5.2,5.8,5.9,5.6,5.8,5.5,6,4.7,4.1,3.8,4.3,3.9,3.4,6,3.9,12,0.78,7,0.09,-14.4,0.59,5815,10185,-5,0,0
0.7,0.6,0.2,0.3,0.8,0.1,0.4,1.3,1.5,1.1,0.8,1.5,1.8,2.4,2.3,1.7,1,0.9,1.3,1.7,1.7,1.3,1.7,1.5,2.4,1.2,15.9,0.74,10.3,0.13,-7.1,0.03,5850,10105,10,0,0
0.4,0.2,0.2,0.4,0.4,0.8,1.1,1.2,2,2,2.3,2,1.8,3,3.2,3,3,2.9,2.9,2.5,1.5,1.4,0.5,0.5,3.2,1.6,9.1,0.36,2.2,0.21,-13.6,0.45,5785,10235,-5,0,0
0.8,1.3,1.3,1.4,2.9,2.8,2.2,1.9,3,3.4,3.7,3.6,3,3.7,4.3,3.8,3.9,2.5,3.2,2.7,2.6,2.5,2.3,3,4.3,2.8,14.3,0.62,6.3,0.54,-10.8,0.77,5845,10175,-10,0.69,0
