Age,Community_Building,Community_Membership_Family,Community_Membership_Hobbies,Community_Membership_None,Community_Membership_Other,Community_Membership_Political,Community_Membership_Professional,Community_Membership_Religious,Community_Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not_Impaired,Disability_Not_Say,Disability_Vision,Education_Attainment,Falsification_of_Information,Gender,Household_Income,How_You_Heard_About_Survey_Banner,How_You_Heard_About_Survey_Friend,How_You_Heard_About_Survey_Mailing_List,How_You_Heard_About_Survey_Others,How_You_Heard_About_Survey_Printed_Media,How_You_Heard_About_Survey_Remebered,How_You_Heard_About_Survey_Search_Engine,How_You_Heard_About_Survey_Usenet_News,How_You_Heard_About_Survey_WWW_Page,Major_Geographical_Location,Major_Occupation,Marital_Status,Most_Import_Issue_Facing_the_Internet,Opinions_on_Censorship,Primary_Computing_Platform,Primary_Language,Primary_Place_of_WWW_Access,Race,Not_Purchasing_Bad_experience,Not_Purchasing_Bad_press,Not_Purchasing_Cant_find,Not_Purchasing_Company_policy,Not_Purchasing_Easier_locally,Not_Purchasing_Enough_info,Not_Purchasing_Judge_quality,Not_Purchasing_Never_tried,Not_Purchasing_No_credit,Not_Purchasing_Not_applicable,Not_Purchasing_Not_option,Not_Purchasing_Other,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Receipt,Not_Purchasing_Security,Not_Purchasing_Too_complicated,Not_Purchasing_Uncomfortable,Not_Purchasing_Unfamiliar_vendor,Registered_to_Vote,Sexual_Preference,Web_Ordering,Web_Page_Creation,Who_Pays_for_Access_Dont_Know,Who_Pays_for_Access_Other,Who_Pays_for_Access_Parents,Who_Pays_for_Access_School,Who_Pays_for_Access_Self,Who_Pays_for_Access_Work,Willingness_to_Pay_Fees,Years_on_Internet,label
63,Equally,0,0,1,0,0,0,0,0,Ontario,0,0,0,1,0,0,Doctoral,Never,Male,Over_$100,0,0,0,1,0,0,0,0,0,Canada,Management,Married,Censorship,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,6-12_mo,7
18,Dont_Know,0,0,1,0,0,0,0,0,New_Jersey,0,0,0,1,0,0,Some_College,Never,Female,$75-99,0,0,0,0,0,0,0,0,1,USA,Education,Single,Navigation,4,Win95,English,School,White,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,1,1,0,0,Other_sources,1-3_yr,13
29,More,1,1,0,1,1,1,1,0,Australia,0,0,0,1,0,0,College,Under_25,Male,$30-39,0,0,0,0,1,0,0,0,0,Oceania,Computer,Single,Encryption,2,Win95,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Other_sources,4-6_yr,30
20,More,1,0,0,0,0,1,0,0,Massachusetts,0,0,0,1,0,0,Some_College,Under_25,Male,Not_Say,0,0,1,0,0,0,0,0,0,USA,Education,Single,Censorship,2,Macintosh,English,School,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,0,0,Other_sources,4-6_yr,13
30,More,0,1,0,0,0,0,0,1,California,0,0,0,1,0,0,Some_College,Under_25,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,1,,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Cost_too_high,6-12_mo,13
42,More,0,1,0,0,0,0,0,0,Connecticut,0,0,0,1,0,0,Professional,Over_75,Male,Over_$100,0,0,0,0,0,1,0,0,0,USA,Professional,Divorced,Censorship,1,Win95,English,Primarily_home,Hispanic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr,36
26,More,0,1,0,0,0,0,0,0,California,0,0,0,1,0,0,College,Under_25,Female,$10-19,0,0,0,0,0,0,1,0,0,USA,Professional,Single,Navigation,4,Macintosh,English,Home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,1-3_yr,45
25,Equally,0,1,0,1,0,0,0,0,California,0,0,0,1,0,0,Some_College,51-75,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Privacy,1,Win95,English,Home,Indigenous,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,Yes,Heterosexual,No,No,0,1,0,0,0,0,Already_paying,1-3_yr,6
56,Dont_Know,0,0,1,0,0,0,0,0,New_York,0,0,1,0,0,0,High_School,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Widowed,Dont_Know,1,,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,1-3_yr,39
Not_Say,More,0,0,0,0,0,0,0,1,New_York,0,0,0,0,0,1,Some_College,Never,Female,$75-99,1,0,0,0,0,0,0,0,1,USA,Other,Other,Privacy,1,,English,Home,White,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,20
7,Dont_Know,0,0,1,0,0,0,0,0,Florida,0,0,0,1,0,0,Masters,Not_Say,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Single,Censorship,2,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,39
45,More,0,0,0,1,0,0,0,0,Georgia,0,0,0,1,0,0,Some_College,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Management,Married,Other,4,Windows,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr,34
19,Equally,0,0,1,0,0,0,0,0,Georgia,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,0,1,0,0,0,0,0,0,0,USA,Other,Single,Censorship,1,Win95,English,Primarily_home,White,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,Yes,Not_say,No,No,0,0,0,1,0,0,Other_sources,1-3_yr,34
27,More,0,1,0,0,0,1,0,1,Florida,0,0,0,1,0,0,College,26-50,Female,Under_$10,0,0,0,0,0,0,0,0,1,USA,Education,Married,Censorship,1,Windows,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,1,0,0,Cost_too_high,1-3_yr,13
43,Dont_Know,0,0,1,0,0,0,0,0,Missouri,0,0,0,1,0,0,College,Never,Male,$40-49,0,0,0,0,0,0,1,0,0,USA,Other,Married,Privacy,1,Win95,English,Primarily_home,White,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Already_paying,Under_6_mo,38
37,More,0,1,0,1,1,0,0,1,Georgia,0,0,0,1,0,0,Some_College,Never,Female,$75-99,0,0,0,1,0,0,0,0,0,USA,Other,Married,Privacy,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Bisexual,Yes,No,0,0,0,0,1,0,Other_sources,6-12_mo,1
31,More,0,0,0,0,0,1,0,0,Wisconsin,0,0,0,1,0,0,Masters,Under_25,Female,$50-74,0,0,0,0,0,0,0,1,0,USA,Professional,Married,Privacy,3,Windows,English,Primarily_work,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,1,Dont_trust,4-6_yr,34
48,More,0,1,0,0,0,0,0,0,British_Columbia,0,0,0,1,0,0,Special,Under_25,Female,$75-99,0,0,0,0,0,0,0,0,1,Canada,Other,Married,Privacy,4,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,1-3_yr,42
55,Dont_Know,0,0,1,0,0,0,0,0,California,0,0,0,0,1,0,Special,Not_Say,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,3,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Not_say,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo,39
46,More,1,1,0,0,1,0,1,0,Massachusetts,0,0,0,1,0,0,Doctoral,Never,Female,Over_$100,0,0,0,0,0,1,0,0,0,USA,Professional,Married,Censorship,3,Win95,English,Primarily_work,White,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,4-6_yr,45
37,More,0,0,0,0,0,1,0,0,United_Kingdom,0,0,0,1,0,0,Masters,Never,Male,$30-39,0,1,1,0,0,0,0,0,0,Europe,Professional,Other,Navigation,4,Win95,Chinese,Primarily_work,Asian,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Not_Say,Heterosexual,Yes,Yes,0,0,0,1,1,1,Other_sources,Over_7_yr,6
34,More,0,1,0,0,0,0,0,0,South_Carolina,0,0,0,1,0,0,Some_College,NA,Male,$50-74,0,0,0,1,0,0,0,0,1,USA,Professional,Married,Censorship,1,,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0,Other_sources,6-12_mo,34
32,Dont_Know,0,0,1,0,0,0,0,0,Colorado,0,0,0,1,0,0,High_School,Under_25,Female,$40-49,0,0,0,0,0,0,0,1,0,USA,Other,Married,Privacy,1,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,1-3_yr,32
27,More,0,1,0,0,0,1,0,1,Oklahoma,0,0,0,1,0,0,Special,Under_25,Female,$10-19,1,0,0,0,0,0,0,0,0,USA,Education,Single,Censorship,3,,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,23
44,Equally,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,Masters,Never,Male,Over_$100,0,0,1,0,0,0,0,0,0,USA,Computer,Other,Navigation,3,Macintosh,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Gay_male,Yes,Yes,0,0,0,0,1,0,Poor_quality,1-3_yr,37
14,Equally,0,0,0,1,0,0,0,0,Ohio,0,0,0,1,0,0,Grammar,Under_25,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Education,Single,Taxes,1,,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,Yes,0,0,1,0,1,0,Dont_trust,Under_6_mo,24
19,More,0,0,0,0,0,0,0,1,Michigan,0,0,0,1,0,0,Some_College,Under_25,Male,Over_$100,0,1,0,0,0,0,0,0,0,USA,Education,Single,Taxes,1,Macintosh,English,Primarily_work,White,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,1,1,1,0,Cost_too_high,1-3_yr,13
46,More,1,0,0,0,0,1,0,0,New_Jersey,0,0,0,1,0,0,Doctoral,Never,Female,Over_$100,0,0,0,0,0,0,1,0,1,USA,Management,Married,Other,1,Win95,English,Primarily_work,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Not_Applicable,Heterosexual,Yes,No,0,0,0,0,0,1,Other_sources,1-3_yr,27
30,Dont_Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,Masters,Never,Female,Over_$100,0,0,0,0,0,0,1,0,0,USA,Management,Married,Privacy,3,Win95,English,Work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Yes_regardless,1-3_yr,27
54,Equally,0,0,0,0,0,0,0,1,Florida,0,0,0,1,0,0,Some_College,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Dont_Know,1,,English,Home,White,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo,26
40,More,0,1,0,0,0,0,0,1,California,1,0,0,0,0,0,Masters,Never,Female,Not_Say,0,0,1,0,0,0,0,0,0,USA,Other,Separated,Taxes,4,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Not_Say,Heterosexual,Yes,Yes,0,1,0,0,0,0,Cost_too_high,6-12_mo,20
43,Dont_Know,0,0,1,0,0,0,0,0,Missouri,0,0,0,1,0,0,Some_College,NA,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,4,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,Under_6_mo,34
42,Dont_Know,1,0,0,0,0,0,0,0,California,0,0,0,1,0,0,College,Under_25,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Censorship,1,Unix,English,Primarily_work,White,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,No,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,Over_7_yr,34
45,More,0,1,0,0,0,0,0,0,Kentucky,0,0,0,1,0,0,Some_College,Under_25,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Married,Navigation,3,,English,Home,White,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,6-12_mo,34
18,More,1,1,0,0,0,0,0,0,United_Kingdom,0,0,0,1,0,0,High_School,51-75,Male,Not_Say,0,0,0,0,0,0,0,0,1,Europe,Education,Single,Censorship,3,Win95,English,Primarily_home,White,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,Yes,Heterosexual,No,No,0,0,1,1,0,0,Already_paying,1-3_yr,13
53,Dont_Know,1,0,0,0,0,0,0,0,Texas,0,0,0,1,0,0,Some_College,Never,Female,Over_$100,0,0,0,0,0,0,1,0,1,USA,Computer,Married,Privacy,1,Windows,English,Primarily_work,White,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Already_paying,6-12_mo,34
41,Dont_Know,0,0,1,0,0,0,0,0,North_Carolina,0,0,0,1,0,0,Some_College,26-50,Male,Not_Say,0,0,0,1,0,0,0,0,0,USA,Other,Single,Privacy,1,Macintosh,English,Other,White,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,No,Heterosexual,Yes,Yes,0,0,0,0,1,0,Poor_quality,Over_7_yr,4
31,Equally,1,1,0,1,0,1,0,0,Texas,0,0,0,1,0,0,Some_College,51-75,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Navigation,4,Macintosh,English,Primarily_home,White,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,4-6_yr,34
19,Equally,0,0,0,1,0,0,0,0,Netherlands,0,0,0,1,0,0,High_School,Never,Male,Not_Say,0,0,0,0,0,0,1,0,0,Europe,Education,Single,Culture,1,Win95,French,School,White,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Other_sources,6-12_mo,13
36,Dont_Know,0,0,1,0,0,0,0,0,Georgia,0,0,0,1,0,0,Some_College,Never,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Computer,Divorced,Censorship,1,NT,English,Primarily_work,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,1-3_yr,30
Not_Say,Equally,0,1,0,0,0,0,0,0,Washington_D.C.,0,0,0,1,0,0,College,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Other,1,Windows,English,Primarily_work,Black,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,1,Already_paying,1-3_yr,1
21,Dont_Know,0,0,0,1,0,0,0,0,Texas,0,0,0,1,0,0,High_School,Over_75,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,1,Win95,English,Home,White,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,4-6_yr,13
43,More,0,0,0,0,0,0,0,1,Oregon,0,0,0,0,1,0,High_School,Never,Male,Under_$10,0,0,0,0,0,0,0,0,1,USA,Other,Divorced,Censorship,1,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Yes,Bisexual,Yes,Yes,0,0,0,0,1,0,Already_paying,Under_6_mo,4
35,Dont_Know,0,0,1,0,0,0,0,0,New_York,0,0,0,1,0,0,College,NA,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Single,Dont_Know,3,,English,Home,White,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,No,Heterosexual,No,No,0,0,0,0,1,0,Cost_too_high,4-6_yr,34
19,Dont_Know,0,0,1,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,Some_College,NA,Female,$40-49,0,0,0,0,0,0,1,0,1,USA,Education,Single,Navigation,2,Dont_Know,English,Public,White,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,No,Heterosexual,No,No,0,0,1,1,1,0,Other_sources,Under_6_mo,13
20,Dont_Know,0,1,0,0,0,1,0,1,Oklahoma,0,0,0,1,0,0,Some_College,Never,Male,Under_$10,0,1,0,0,0,0,0,0,0,USA,Education,Single,Censorship,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,1,1,0,Already_paying,1-3_yr,13
33,Dont_Know,0,0,1,0,0,0,0,0,Texas,0,0,0,1,0,0,Some_College,26-50,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Professional,Single,Privacy,1,,English,Primarily_home,White,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,Yes,Gay_male,No,No,0,0,0,0,1,0,Already_paying,4-6_yr,34
29,More,1,0,0,0,0,1,0,0,Michigan,0,0,0,1,0,0,Some_College,Under_25,Male,$50-74,0,0,0,0,0,0,0,1,0,USA,Management,Married,Taxes,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,27
31,More,0,0,0,0,0,1,0,0,California,0,0,0,1,0,0,Doctoral,Never,Female,Over_$100,0,0,0,0,0,0,1,0,1,USA,Education,Married,Censorship,2,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Already_paying,1-3_yr,12
20,Dont_Know,0,0,1,0,0,0,0,0,Michigan,0,0,0,1,0,0,Some_College,26-50,Female,Under_$10,0,0,0,1,0,0,0,0,0,USA,Education,Single,Navigation,2,Win95,English,Primarily_home,White,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,1,0,0,Already_paying,4-6_yr,13
59,Equally,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,Some_College,Never,Male,$50-74,0,0,1,0,0,0,0,0,0,USA,Professional,Married,Navigation,1,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,35
30,Equally,1,1,0,1,0,1,1,0,New_Jersey,0,0,0,0,0,1,High_School,Never,Male,$20-29,1,0,0,1,0,0,0,1,1,USA,Other,Married,Privacy,4,,English,Primarily_home,White,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,No,Heterosexual,Yes,No,0,0,0,0,1,0,Other,6-12_mo,34
22,Equally,0,1,0,0,0,1,0,0,Wisconsin,0,0,0,1,0,0,Some_College,Never,Male,Under_$10,0,0,0,1,0,0,0,0,0,USA,Education,Single,Navigation,2,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0,Poor_quality,1-3_yr,13
73,Dont_Know,0,0,1,0,0,0,0,0,Georgia,0,0,0,1,0,0,Some_College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Married,Dont_Know,4,Win95,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo,39
64,Dont_Know,0,0,1,0,0,0,0,0,Florida,0,0,0,1,0,0,College,NA,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Married,Other,3,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo,39
21,Dont_Know,0,0,1,0,0,0,0,0,Oklahoma,0,0,0,1,0,0,Some_College,Under_25,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Education,Other,Privacy,2,Win95,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,4-6_yr,13
48,Dont_Know,1,0,0,0,0,0,0,0,Texas,0,0,0,1,0,0,Professional,Over_75,Female,Over_$100,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Dont_Know,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,1-3_yr,34
21,Dont_Know,0,0,1,0,0,0,0,0,Wisconsin,0,0,0,1,0,0,High_School,NA,Female,Under_$10,0,1,0,0,0,0,0,0,0,USA,Education,Other,Privacy,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,Heterosexual,No,No,0,0,0,1,1,1,Already_paying,1-3_yr,13
46,More,1,1,0,1,0,0,0,0,Texas,0,0,0,1,0,0,Masters,Never,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Professional,Divorced,Censorship,1,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,14
27,Less,1,0,0,0,0,1,0,0,Washington,0,0,0,1,0,0,College,Under_25,Female,$40-49,0,0,0,1,0,0,0,0,0,USA,Computer,Single,Culture,2,NT,English,Work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Poor_quality,4-6_yr,34
21,Equally,0,1,0,0,0,0,0,0,Georgia,0,0,0,1,0,0,Some_College,NA,Male,Under_$10,0,0,0,1,0,0,0,0,0,USA,Education,Married,Censorship,4,Win95,American,Primarily_work,Other,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,Yes,Heterosexual,No,Yes,0,0,0,1,0,0,Other_sources,1-3_yr,13
37,Equally,0,0,0,0,0,1,0,0,Arkansas,0,0,0,1,0,0,College,Under_25,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Management,Single,Privacy,4,Win95,English,Work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Other_sources,1-3_yr,34
48,Equally,0,0,0,1,0,0,0,0,Ohio,0,0,0,1,0,0,High_School,Never,Male,$30-39,1,0,0,0,0,0,0,0,1,USA,Professional,Single,Censorship,1,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Gay_male,Yes,No,0,0,0,0,1,0,Cost_too_high,Under_6_mo,19
30,More,1,1,0,1,1,1,1,1,Texas,0,0,0,1,0,0,Some_College,51-75,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Computer,Other,Encryption,1,NT,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Gay_male,Yes,Yes,0,0,0,0,1,1,Other_sources,Over_7_yr,31
27,Dont_Know,0,0,1,0,0,0,0,0,Missouri,0,0,0,1,0,0,High_School,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Single,Privacy,1,,English,Home,White,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,42
68,More,1,1,0,0,1,0,0,0,California,0,0,0,1,0,0,Professional,Never,Male,Not_Say,0,0,0,1,0,0,0,0,0,USA,Computer,Married,Censorship,3,Win95,English,Home,White,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,1-3_yr,34
40,Dont_Know,1,0,0,0,0,1,0,0,Arizona,0,0,0,1,0,0,College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Taxes,4,Win95,English,Primarily_work,Hispanic,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,4-6_yr,17
43,More,0,1,0,0,0,0,0,0,California,0,0,0,1,0,0,Some_College,NA,Male,$30-39,0,0,0,0,1,0,0,0,0,USA,Professional,Divorced,Privacy,1,,English,Home,Black,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,4-6_yr,40
25,Dont_Know,0,0,1,0,0,0,0,0,Australia,0,0,0,1,0,0,College,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,Oceania,Management,Single,Censorship,1,Macintosh,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Other,1-3_yr,34
23,Dont_Know,0,0,1,0,0,0,0,0,Indiana,0,0,0,1,0,0,Some_College,Never,Male,Under_$10,0,0,0,0,0,0,0,0,1,USA,Education,Married,Censorship,2,Win95,English,Primarily_home,White,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,1,0,0,Dont_trust,1-3_yr,13
