N1,N2,N3,N4,N5,N6,C1,C2,C3,C4,label
4,1,261,4,7,5600,D,Flight,medium,F,1
5,3,257,5,8,1409,B,Ship,low,F,0
2,5,238,4,9,4086,D,Ship,medium,M,0
2,5,243,3,7,4486,A,Flight,high,M,0
5,5,196,4,8,4604,C,Ship,medium,M,1
4,3,257,3,8,5944,F,Ship,low,M,0
4,1,197,3,9,4917,A,Ship,high,M,0
6,4,205,3,44,2064,D,Ship,low,F,1
3,3,220,3,2,5065,F,Flight,low,F,1
5,4,254,2,9,5658,C,Road,low,M,1
3,3,99,5,9,5470,A,Road,medium,M,0
3,1,268,3,2,4746,F,Ship,low,M,1
4,4,149,2,2,5881,B,Ship,medium,F,0
3,2,124,5,10,5348,A,Road,medium,M,0
3,4,196,4,4,5031,A,Ship,low,F,0
5,4,226,3,46,3149,A,Flight,low,F,1
5,5,287,4,4,1509,D,Ship,low,M,1
4,5,252,3,16,2332,D,Ship,low,M,1
5,5,140,8,2,4793,F,Ship,medium,M,1
6,2,271,4,2,1893,F,Flight,low,F,1
3,2,209,3,5,4999,C,Ship,medium,M,0
3,3,154,10,1,5235,F,Road,medium,F,1
5,1,166,2,44,1647,B,Ship,low,M,1
7,2,264,4,6,1688,C,Road,medium,M,0
5,5,200,3,6,4401,D,Ship,low,M,1
4,3,142,4,29,1420,B,Ship,low,M,1
7,4,243,4,6,1362,B,Ship,medium,F,1
6,5,269,4,9,1826,F,Flight,low,M,0
4,1,207,2,2,3242,F,Road,low,M,1
5,2,198,3,8,4680,F,Road,low,F,0
5,5,222,3,5,4949,A,Flight,medium,M,0
4,3,225,5,6,1573,A,Ship,medium,F,0
5,1,303,5,9,1203,A,Flight,medium,F,0
4,2,238,3,28,1915,D,Ship,low,F,1
4,1,160,2,1,5741,F,Road,medium,M,1
4,4,183,3,29,3251,F,Road,low,M,1
4,3,225,5,10,1310,F,Ship,low,F,0
4,3,143,4,2,4919,A,Road,medium,F,0
5,1,271,4,4,2718,C,Road,low,F,1
4,2,185,2,4,2212,D,Ship,medium,M,1
3,5,154,3,2,4219,A,Ship,high,F,0
6,4,266,4,5,1639,F,Ship,low,M,1
3,2,174,3,4,1337,A,Ship,low,M,1
5,2,249,5,6,1298,A,Road,medium,M,0
6,5,291,4,9,1413,B,Flight,low,M,0
2,2,240,5,7,4138,D,Ship,low,M,1
4,3,225,2,2,4520,F,Ship,low,M,1
4,4,226,5,1,1761,D,Ship,low,M,0
3,5,195,3,10,5585,F,Road,medium,F,0
2,2,173,2,34,1575,C,Ship,medium,M,1
5,5,179,5,38,1437,F,Road,low,M,1
3,5,159,3,1,4314,F,Ship,medium,F,1
3,3,218,3,6,5288,D,Ship,medium,M,1
3,5,221,10,7,5743,F,Ship,medium,F,1
6,3,306,4,10,1372,F,Ship,low,M,1
3,5,168,3,7,4296,D,Ship,medium,M,0
4,2,183,3,33,2741,D,Road,low,F,1
4,5,111,4,7,5988,F,Ship,medium,M,1
2,1,115,3,42,1247,B,Road,high,M,1
2,3,139,3,9,1471,A,Ship,low,M,1
4,1,228,3,4,5347,F,Ship,medium,M,1
4,5,233,3,43,3856,D,Road,medium,F,1
5,1,253,2,3,5159,F,Ship,medium,M,1
3,5,188,4,3,4033,C,Ship,medium,M,0
4,4,245,3,7,4480,C,Ship,medium,F,1
4,5,213,3,7,4490,B,Road,low,F,0
5,3,154,2,3,5440,D,Flight,low,M,1
3,2,247,2,1,4242,F,Ship,high,M,0
3,5,160,2,41,1495,D,Ship,medium,F,1
4,3,102,3,3,4845,B,Road,medium,F,1
4,4,206,4,9,1074,C,Ship,medium,F,1
3,5,110,3,55,1875,D,Ship,low,M,1
5,2,263,4,3,1740,C,Ship,low,M,1
3,5,148,10,35,1597,A,Ship,high,F,1
3,4,213,3,7,5516,A,Ship,high,M,1
4,4,220,10,7,4598,F,Ship,medium,F,0
3,2,265,3,49,2791,D,Road,low,F,1
4,3,244,3,7,4761,B,Ship,low,M,0
4,5,251,2,28,3561,D,Ship,medium,F,1
4,3,250,3,10,4316,F,Road,low,M,0
7,2,284,4,6,1550,D,Ship,low,F,1
3,5,203,2,61,3642,A,Ship,medium,M,1
2,1,127,3,15,1522,D,Ship,low,F,1
5,1,243,5,3,1066,D,Ship,low,M,1
5,1,269,3,2,2136,F,Ship,medium,F,1
7,2,276,4,9,1022,F,Ship,low,M,1
3,2,213,2,22,3248,D,Ship,low,M,1
2,1,192,3,46,3206,B,Ship,high,M,1
4,5,217,4,12,2217,A,Ship,medium,F,1
2,4,206,2,30,3955,C,Ship,low,F,1
4,1,241,3,6,5836,F,Road,low,M,0
4,4,168,3,6,5488,A,Ship,low,M,1
4,1,240,4,6,4811,B,Flight,low,F,0
3,2,263,3,3,4181,F,Ship,medium,F,0
4,4,271,3,3,4152,C,Flight,low,M,0
6,2,246,4,4,1555,C,Ship,low,M,0
3,2,263,3,44,3802,F,Ship,high,F,1
5,4,180,2,52,1122,C,Flight,low,M,1
5,1,251,4,1,5011,C,Ship,low,M,1
4,1,213,4,35,2343,C,Ship,high,F,1
2,5,254,2,10,5718,C,Flight,low,M,1
4,1,118,5,50,1413,C,Ship,low,M,1
4,3,268,5,7,1932,C,Road,medium,M,1
4,5,143,3,2,5286,C,Ship,medium,M,1
3,1,152,3,3,5839,D,Ship,low,F,1
3,4,244,3,46,2844,D,Road,low,F,1
4,2,296,2,2,1233,A,Ship,medium,F,0
4,2,274,5,8,1246,B,Road,low,F,0
5,3,270,2,7,5248,D,Ship,low,F,1
6,3,202,3,5,4930,C,Ship,low,F,0
3,4,143,2,6,1194,C,Flight,medium,F,1
5,1,258,6,7,4344,C,Road,low,F,0
4,3,250,3,3,5055,C,Ship,medium,F,1
4,2,222,2,10,5115,A,Ship,medium,M,1
5,5,265,3,3,5637,F,Ship,low,M,0
5,1,171,5,2,5921,F,Ship,medium,F,1
3,5,220,2,1,5663,C,Ship,low,F,0
4,4,188,3,6,4174,A,Ship,low,M,1
5,2,161,2,59,1859,F,Flight,medium,F,1
4,1,243,5,1,4624,D,Ship,medium,F,1
5,2,213,3,9,5526,D,Ship,low,M,0
3,2,158,3,4,5335,F,Road,medium,M,0
5,4,258,2,24,2878,B,Flight,medium,F,1
5,1,246,3,3,5013,A,Ship,low,F,0
4,3,135,2,53,1073,B,Ship,medium,F,1
4,4,177,6,6,5451,B,Ship,low,M,1
5,5,243,3,3,5700,F,Ship,medium,M,1
5,2,161,3,8,5804,F,Flight,low,M,1
5,3,255,5,10,1886,B,Ship,medium,F,0
5,2,152,3,2,4172,A,Ship,low,F,0
5,2,136,2,3,1370,F,Ship,low,M,0
5,5,161,3,1,4470,D,Road,low,F,1
3,3,162,7,42,1278,F,Ship,medium,F,1
3,5,240,6,21,3559,F,Flight,low,M,1
6,3,275,5,41,2491,D,Ship,low,M,1
4,4,166,2,8,5192,F,Ship,low,M,0
5,4,227,2,9,5706,B,Flight,low,F,1
3,3,200,3,46,2460,F,Ship,low,M,1
5,2,173,2,10,4741,B,Road,high,F,0
2,2,188,4,39,2424,D,Ship,medium,M,1
6,4,289,4,1,1656,C,Road,low,F,0
4,1,150,3,17,1923,F,Ship,high,F,1
3,2,165,3,19,1111,B,Ship,low,F,1
6,2,218,6,1,4558,D,Ship,medium,M,1
4,4,245,2,6,5772,A,Ship,low,M,0
3,3,270,3,7,4152,F,Flight,low,M,0
5,4,243,3,4,4420,C,Flight,medium,M,1
6,1,145,3,1,4346,D,Ship,medium,F,1
4,5,209,2,8,4047,C,Ship,low,F,0
2,2,210,3,10,4324,B,Ship,medium,F,1
5,2,180,3,1,4655,D,Ship,medium,M,1
5,3,224,2,1,5603,F,Ship,medium,M,0
5,4,266,6,7,4486,F,Flight,medium,F,0
2,4,102,4,6,5421,B,Ship,medium,F,0
3,2,188,3,8,5709,B,Road,medium,M,0
3,4,234,3,37,2111,A,Ship,medium,F,1
3,4,160,2,32,1085,B,Ship,medium,M,1
4,2,263,3,7,5395,B,Ship,low,F,1
7,3,307,4,4,1653,A,Ship,low,M,0
4,3,219,5,8,1702,C,Flight,low,F,1
3,2,212,3,10,4117,C,Ship,medium,M,0
4,1,232,5,6,1247,B,Ship,medium,F,0
4,2,244,2,15,2857,F,Ship,medium,M,1
5,5,190,4,12,2947,F,Road,medium,M,1
4,5,254,10,7,5524,F,Ship,high,M,1
4,2,139,5,52,1977,C,Ship,low,F,1
4,1,273,4,54,2611,C,Road,low,F,1
4,1,151,2,42,1367,B,Ship,low,M,1
3,2,144,3,48,1867,D,Ship,medium,F,1
4,4,104,5,7,5590,B,Road,low,F,0
3,1,260,2,6,4332,C,Road,medium,F,0
3,4,166,4,1,5533,F,Flight,low,F,1
4,1,198,4,5,5182,F,Ship,low,F,0
4,4,104,4,6,4323,F,Ship,low,M,1
3,2,209,3,54,3001,F,Ship,medium,M,1
3,5,171,3,7,5318,F,Ship,medium,F,1
4,1,275,3,7,5382,B,Ship,medium,F,1
5,5,171,2,22,1695,B,Ship,medium,F,1
5,2,102,5,3,4784,F,Flight,medium,F,0
5,2,216,4,9,5804,B,Ship,medium,F,0
5,5,193,3,3,5037,B,Ship,low,F,0
4,2,272,3,7,5927,F,Ship,high,M,0
3,5,161,2,8,5021,A,Ship,low,F,0
4,1,258,4,1,5476,D,Ship,high,F,0
4,2,239,4,10,5528,A,Ship,low,F,1
6,4,276,4,4,1662,D,Ship,low,M,1
5,3,259,3,45,3335,C,Flight,low,F,1
7,3,133,5,4,1783,F,Ship,low,F,1
2,2,271,4,9,4066,B,Ship,medium,M,0
5,5,273,4,1,5225,D,Ship,low,M,1
4,1,173,3,1,5749,F,Flight,high,M,0
5,4,228,4,8,4831,F,Road,low,F,1
3,4,237,3,9,5514,F,Ship,high,F,1
4,1,152,2,2,5396,F,Road,high,M,0
4,4,161,4,5,5038,D,Ship,low,M,0
4,3,137,3,5,4854,D,Ship,medium,M,1
4,4,217,2,6,4029,F,Road,low,M,1
6,5,305,4,7,1099,F,Flight,low,F,1
5,5,139,4,61,1265,F,Ship,medium,M,1
5,2,287,3,3,4903,D,Ship,medium,F,1
4,3,197,3,2,4410,C,Ship,low,M,0
3,2,175,2,9,4859,A,Road,low,M,0
4,1,160,2,65,1861,F,Ship,high,F,1
3,2,178,2,32,1329,F,Ship,low,M,1
4,1,204,8,7,5359,D,Road,low,F,0
5,2,261,5,9,1227,F,Ship,medium,M,1
6,5,278,4,6,1761,C,Ship,high,F,0
4,2,142,2,6,5326,F,Ship,low,M,0
4,3,272,4,61,2857,B,Road,low,M,1
4,4,208,2,20,2759,B,Road,high,F,1
3,2,164,3,29,1187,B,Flight,medium,F,1
6,1,253,4,10,1962,F,Road,low,M,0
6,2,181,4,6,3003,F,Road,high,F,1
4,1,236,5,4,1953,F,Ship,medium,M,0
6,4,271,4,6,1503,F,Ship,low,F,0
3,3,205,3,19,2167,F,Road,medium,F,1
5,1,248,5,3,1642,F,Ship,low,M,1
7,5,273,4,9,1329,B,Ship,medium,M,1
4,3,253,6,4,1788,C,Ship,low,F,1
3,2,243,4,4,4410,C,Ship,medium,M,1
3,3,152,3,5,1385,F,Ship,medium,M,1
3,1,169,3,24,1740,A,Road,high,M,1
5,4,271,3,16,2563,D,Flight,medium,F,1
4,5,188,3,6,3361,A,Ship,low,F,1
5,3,236,6,9,3715,F,Ship,medium,M,1
4,2,233,4,1,4316,F,Ship,high,F,0
2,5,101,3,10,4353,F,Ship,low,M,0
4,1,272,5,1,1149,C,Ship,medium,F,0
5,3,242,5,3,1276,D,Road,low,M,1
4,2,141,3,61,1875,B,Flight,medium,M,1
3,3,257,3,44,3370,F,Ship,low,M,1
3,2,188,3,33,3335,F,Ship,low,F,1
5,4,245,5,6,3592,F,Flight,low,M,1
5,1,262,6,1,1696,F,Flight,medium,M,0
5,1,152,3,6,4735,C,Ship,medium,F,0
5,4,267,5,9,1113,F,Ship,low,M,0
4,4,198,2,64,3787,B,Flight,medium,M,1
2,1,166,3,7,5990,F,Ship,medium,F,1
3,1,164,3,2,5488,F,Flight,medium,M,0
2,2,158,3,28,1968,F,Ship,low,M,1
6,5,308,4,4,1202,F,Ship,low,M,0
5,1,270,3,52,3908,D,Ship,high,M,1
5,4,243,5,5,1118,A,Road,low,F,0
5,1,212,3,11,2073,F,Ship,low,F,1
3,3,212,3,10,5935,F,Ship,medium,F,0
3,2,184,4,10,2972,B,Ship,medium,F,1
4,3,232,3,8,5298,F,Ship,medium,F,1
5,2,160,3,44,1054,F,Ship,medium,M,1
4,4,222,2,7,4343,B,Ship,medium,M,0
4,3,260,5,8,1756,D,Road,low,F,0
4,4,182,3,7,5197,D,Ship,high,F,0
3,4,203,4,46,3640,F,Ship,medium,M,1
3,5,255,7,8,4091,A,Flight,medium,M,1
4,2,151,4,5,5469,F,Ship,medium,F,0
3,1,183,4,5,5326,D,Ship,low,M,0
4,4,221,10,6,5582,A,Ship,high,M,1
3,4,240,2,33,3489,F,Ship,low,F,1
2,1,100,3,1,5776,F,Ship,low,M,1
6,5,280,4,3,1819,D,Ship,low,F,1
3,5,227,3,9,4892,D,Ship,high,M,1
5,1,151,3,9,4895,C,Ship,low,F,0
5,2,206,4,5,1149,C,Ship,low,M,0
3,4,184,4,2,4052,B,Flight,medium,M,0
5,2,249,5,28,2846,A,Ship,high,F,1
4,4,151,3,5,4732,F,Ship,medium,F,0
3,1,153,4,1,4608,F,Ship,medium,F,0
2,5,282,5,63,1173,D,Ship,low,M,1
3,1,143,2,63,1246,F,Ship,low,F,1
4,2,208,3,17,2777,F,Ship,high,M,1
2,3,263,4,9,5390,B,Ship,medium,M,0
7,4,247,4,9,1228,F,Ship,low,F,0
3,2,181,3,4,5966,C,Ship,low,M,1
3,1,160,2,5,4435,A,Ship,medium,M,1
4,5,208,2,33,2170,C,Ship,medium,M,1
5,4,221,5,6,5059,B,Road,low,M,0
4,1,139,3,6,4942,D,Flight,low,M,1
4,4,201,2,8,5790,A,Ship,medium,F,0
3,4,229,6,3,5471,F,Ship,medium,F,0
3,2,231,3,56,2714,F,Road,low,F,1
5,1,164,3,7,4540,F,Ship,low,M,1
4,2,116,3,2,5602,B,Flight,low,F,1
2,4,264,3,6,4025,F,Flight,medium,F,1
4,2,268,4,3,5275,F,Ship,low,F,0
4,4,186,7,9,5418,F,Ship,medium,M,0
3,4,257,3,10,4670,B,Ship,medium,M,1
4,3,244,2,10,4486,C,Ship,low,M,1
3,4,229,3,46,3223,F,Ship,medium,F,1
5,2,178,5,5,5167,B,Ship,low,F,0
4,4,171,3,11,1594,A,Ship,medium,F,1
6,3,154,2,7,4732,B,Flight,high,M,0
5,2,198,3,44,3706,A,Ship,low,F,1
4,2,152,4,3,4006,B,Ship,medium,F,0
3,5,256,2,9,5750,F,Road,medium,F,0
5,5,262,2,8,4283,F,Flight,medium,M,0
4,5,228,5,4,1618,C,Ship,medium,F,0
4,2,181,3,6,5964,C,Ship,medium,M,0
2,1,166,3,6,4280,F,Ship,medium,M,0
3,2,144,4,8,4867,A,Ship,medium,M,1
6,1,246,3,7,4733,D,Road,medium,M,1
2,4,137,3,41,1176,B,Ship,high,F,1
4,4,212,4,16,2494,C,Flight,medium,M,1
5,4,172,3,3,5064,F,Road,low,F,1
3,5,192,4,7,4741,B,Ship,medium,F,1
4,3,230,3,62,2236,A,Ship,low,F,1
4,4,238,3,5,4724,F,Road,medium,F,1
3,5,247,3,10,4286,A,Ship,medium,M,1
3,1,209,2,2,4855,C,Ship,low,F,0
3,5,168,3,8,5877,C,Ship,low,M,0
3,3,153,10,10,5772,F,Ship,medium,M,0
5,1,151,6,2,4529,B,Ship,medium,M,0
5,4,182,2,2,4554,F,Ship,medium,M,1
4,5,142,2,2,4472,D,Road,low,M,0
6,3,266,4,9,1106,F,Flight,low,F,1
3,3,162,8,10,4842,F,Ship,high,F,0
6,3,274,4,10,1174,C,Ship,low,M,0
4,2,206,2,4,5159,F,Ship,medium,M,0
3,1,165,3,10,5823,A,Ship,low,M,0
3,1,185,4,35,3648,A,Ship,low,F,1
5,5,272,5,5,1868,D,Ship,medium,F,1
5,5,265,5,8,1867,B,Road,medium,F,0
4,3,228,5,9,1044,D,Ship,low,F,0
3,5,206,3,39,2929,B,Ship,medium,M,1
4,4,165,5,21,1727,F,Ship,low,M,1
3,1,110,3,54,1155,C,Flight,low,F,1
4,4,209,3,7,4717,C,Flight,medium,M,1
3,3,166,2,4,4254,D,Ship,medium,M,1
3,2,178,2,22,1247,B,Road,medium,F,1
5,3,219,4,5,4096,A,Ship,medium,M,0
5,1,258,2,22,3713,F,Ship,medium,F,1
6,4,275,4,3,1182,D,Ship,low,F,0
5,5,264,3,56,3482,A,Ship,medium,F,1
2,5,148,3,11,1502,F,Ship,high,F,1
3,5,208,4,12,3181,C,Flight,medium,M,1
3,2,133,5,9,5744,F,Road,medium,M,1
3,3,133,3,5,5937,F,Ship,low,M,0
3,3,143,3,64,1630,C,Ship,low,M,1
3,5,278,4,8,1785,A,Ship,medium,F,0
3,5,183,2,10,2621,F,Ship,low,F,1
5,3,110,5,21,1011,D,Road,low,M,1
4,1,159,4,5,5420,F,Ship,low,M,1
3,1,139,2,2,4534,C,Ship,medium,M,0
4,5,182,2,10,5098,F,Ship,medium,F,1
5,5,269,5,4,1454,F,Ship,low,M,0
6,3,269,4,3,1006,F,Road,low,M,0
3,1,254,4,33,2542,B,Ship,low,F,1
4,4,204,2,9,4462,F,Ship,medium,F,0
6,4,275,4,4,1192,D,Ship,low,F,1
3,3,163,3,65,1614,F,Flight,medium,F,1
4,2,168,3,59,1717,B,Road,low,M,1
3,4,271,3,1,4444,D,Flight,medium,M,1
2,5,125,4,5,5866,F,Flight,low,M,0
3,3,234,3,3,4187,A,Flight,medium,F,1
6,5,217,4,2,4073,C,Ship,low,F,0
4,3,220,4,19,3602,F,Ship,low,M,1
4,4,138,7,65,1530,B,Ship,medium,M,1
3,5,270,5,31,3737,A,Ship,low,M,1
4,2,227,10,10,4619,B,Flight,low,F,0
3,4,201,3,7,4887,F,Flight,high,M,1
4,3,213,3,2,5432,B,Ship,medium,M,1
4,3,271,2,22,2595,D,Road,medium,M,1
2,5,189,5,3,5292,B,Ship,low,M,0
5,1,240,5,2,1400,C,Ship,low,M,1
6,4,217,5,7,3725,A,Ship,low,F,1
6,5,264,4,6,1005,A,Ship,low,M,0
3,3,150,2,6,4170,B,Ship,medium,M,1
5,3,219,5,7,1993,F,Ship,low,M,1
6,5,255,4,2,1218,F,Ship,low,F,1
3,5,156,4,5,4661,D,Ship,low,M,1
3,1,133,3,7,4004,A,Ship,medium,M,1
5,4,274,5,7,1371,A,Ship,low,M,1
4,5,162,2,64,1918,D,Ship,medium,M,1
4,3,255,5,1,1192,D,Flight,low,M,0
5,4,269,2,9,5517,A,Ship,low,F,0
4,5,245,2,19,2616,F,Ship,low,F,1
2,5,116,3,1,4091,F,Ship,low,F,1
2,1,167,2,46,1023,D,Road,low,M,1
4,4,182,2,13,3332,B,Ship,low,F,1
4,1,212,2,7,5864,B,Flight,medium,F,0
5,5,242,4,2,5359,C,Ship,medium,F,0
5,1,176,6,9,4839,A,Ship,medium,M,1
3,3,225,4,10,5690,C,Ship,low,M,0
3,5,146,3,8,5637,B,Flight,medium,M,1
4,3,177,4,38,1767,C,Ship,low,M,1
3,4,136,3,6,4631,F,Road,medium,M,0
5,1,266,5,2,1798,B,Flight,medium,F,0
4,4,184,8,7,5235,C,Ship,low,M,1
6,3,219,5,9,1483,B,Ship,low,M,1
3,4,166,4,4,5107,F,Ship,low,M,0
3,2,149,2,37,1699,A,Flight,medium,M,1
5,4,226,6,1,1327,B,Ship,low,M,0
4,2,238,3,28,1040,F,Ship,low,F,1
2,1,109,4,3,5264,F,Ship,low,F,1
4,3,175,4,5,5177,F,Ship,medium,F,1
4,3,119,5,5,1841,D,Ship,medium,M,1
3,4,206,3,5,5915,B,Road,medium,F,0
4,2,155,5,48,1043,F,Ship,low,F,1
6,5,258,4,5,1966,B,Ship,low,M,1
4,5,170,2,57,1533,F,Ship,low,F,1
6,4,249,4,2,1516,B,Road,low,M,0
4,1,211,3,2,5851,D,Flight,medium,F,0
4,3,157,7,3,4878,F,Ship,low,F,1
5,2,205,3,2,4270,D,Flight,low,F,0
3,2,109,3,15,1710,D,Ship,medium,F,1
4,1,253,3,9,5502,A,Ship,medium,F,1
3,2,214,2,9,4512,A,Ship,medium,F,0
4,5,224,4,21,2026,B,Road,medium,M,1
3,5,274,3,3,5156,B,Ship,low,F,0
2,3,206,4,2,5443,D,Ship,medium,F,0
4,3,271,3,59,2996,F,Ship,low,M,1
5,2,234,5,6,1703,F,Ship,medium,M,0
4,5,142,2,10,5428,B,Ship,medium,M,1
3,5,270,3,60,3885,B,Ship,low,M,1
6,4,255,4,3,1569,F,Ship,low,F,1
5,5,190,4,47,3644,F,Flight,medium,F,1
3,4,164,6,4,5567,F,Ship,medium,F,1
3,2,220,3,8,4148,D,Ship,medium,M,0
4,3,181,3,10,4541,A,Flight,medium,M,1
3,5,193,3,47,3523,C,Ship,low,F,1
3,4,171,3,10,4839,F,Ship,low,M,0
3,4,166,3,6,4247,F,Ship,high,M,0
4,2,151,3,10,5698,C,Ship,medium,M,0
4,4,224,5,9,4902,F,Flight,low,F,1
5,3,257,5,7,1451,A,Road,low,F,1
3,5,241,3,48,2841,D,Ship,medium,M,1
3,1,207,3,5,4643,B,Road,low,F,1
3,1,173,3,3,4453,C,Ship,low,F,1
4,2,182,3,14,3413,F,Flight,medium,M,1
4,5,246,5,2,1024,F,Ship,low,F,1
5,2,214,2,8,4767,C,Flight,low,F,0
4,1,264,2,3,5258,F,Ship,low,F,0
4,1,226,5,6,1510,A,Ship,medium,M,1
3,1,190,3,2,4312,D,Ship,medium,F,0
4,4,168,4,4,4676,B,Ship,medium,F,0
4,2,209,2,23,2533,F,Flight,low,F,1
3,2,273,3,12,2154,D,Ship,low,F,1
4,1,226,5,6,1723,A,Ship,medium,M,0
3,4,169,2,17,1242,D,Ship,low,M,1
3,2,262,7,5,5985,C,Ship,high,M,1
4,3,162,3,4,5913,B,Ship,low,M,1
3,2,178,2,59,1933,F,Ship,medium,F,1
2,1,226,2,1,5576,F,Flight,medium,F,0
5,3,225,7,45,3162,B,Flight,medium,F,1
4,5,255,5,5,1458,D,Ship,medium,M,1
4,4,272,5,3,5243,D,Ship,low,F,0
4,5,181,3,1,5310,D,Road,medium,M,0
4,5,238,3,55,3257,D,Ship,high,F,1
5,3,162,2,14,1045,D,Ship,low,F,1
5,5,158,3,47,1246,C,Ship,medium,F,1
5,2,284,4,1,4171,B,Ship,low,M,1
3,1,179,2,10,4828,A,Ship,medium,F,0
5,4,280,6,51,3582,F,Flight,medium,F,1
7,2,300,4,3,1070,F,Ship,medium,M,1
4,5,159,4,4,4816,D,Road,medium,F,0
5,1,186,2,52,3981,D,Ship,high,F,1
4,3,262,2,3,4064,B,Flight,medium,F,1
4,2,231,4,6,2512,A,Ship,medium,F,1
4,3,177,3,7,4834,A,Flight,low,F,1
3,4,153,4,5,5604,F,Ship,low,M,1
3,4,98,2,32,1539,A,Ship,low,F,1
4,5,268,3,3,2758,D,Road,medium,F,1
4,4,246,3,7,4090,F,Ship,low,F,0
4,1,249,5,9,4396,D,Flight,low,M,0
3,2,167,3,5,5995,A,Ship,medium,M,1
2,3,117,2,36,1210,F,Ship,medium,M,1
3,1,186,2,3,5818,C,Road,medium,M,0
4,3,224,3,6,5054,B,Ship,medium,F,1
5,1,233,3,6,5560,B,Ship,low,F,0
5,5,156,3,5,5398,F,Road,low,F,1
4,2,220,2,5,5864,F,Flight,medium,M,0
3,1,206,3,5,5676,B,Ship,medium,M,1
2,1,190,3,59,2108,F,Road,low,M,1
3,3,258,3,7,4068,A,Ship,medium,F,1
4,1,267,2,9,5230,F,Flight,medium,M,1
5,5,263,5,2,1417,C,Ship,medium,M,0
6,1,229,6,35,3239,D,Ship,low,M,1
5,4,145,3,2,4492,A,Ship,low,M,1
4,4,280,3,5,5624,F,Road,medium,M,0
4,2,223,3,7,5977,C,Ship,medium,F,0
3,5,261,3,15,2989,A,Ship,medium,M,1
4,3,142,4,12,1396,C,Flight,medium,M,1
6,2,191,5,1,4314,F,Ship,low,M,0
4,5,244,4,2,5365,B,Road,medium,F,1
3,5,180,4,9,5105,B,Ship,low,F,1
2,2,157,3,9,4547,B,Ship,medium,F,1
4,5,261,10,7,5208,F,Ship,low,M,0
3,1,156,3,1,1517,C,Flight,medium,F,1
6,1,277,5,2,1190,F,Road,low,F,1
5,1,258,3,7,4466,C,Ship,medium,M,1
3,1,257,2,37,3517,F,Ship,medium,M,1
4,3,246,5,5,1395,D,Ship,low,M,0
4,5,160,5,3,4648,C,Ship,medium,F,1
4,1,240,3,4,4787,F,Flight,low,F,0
4,1,192,3,29,3347,B,Ship,medium,F,1
5,3,258,2,10,5371,C,Ship,low,F,1
4,4,161,3,2,5257,C,Ship,low,M,0
5,5,262,2,62,3744,F,Ship,medium,F,1
4,5,246,2,3,5705,F,Ship,medium,F,0
5,1,205,2,27,3569,B,Ship,medium,M,1
4,2,139,3,10,4648,D,Ship,medium,M,0
5,4,165,2,46,1482,F,Road,high,M,1
2,3,223,3,9,5653,F,Flight,low,F,0
3,3,137,3,7,5794,A,Road,high,M,1
4,3,187,4,9,5699,B,Ship,low,M,1
3,3,183,3,2,4363,D,Road,low,M,0
3,2,243,3,8,4093,C,Ship,medium,F,0
7,4,270,4,5,1735,F,Flight,medium,F,0
5,5,103,6,2,4860,C,Flight,medium,F,0
4,2,210,3,1,4379,A,Ship,medium,F,1
2,1,187,3,3,5922,F,Ship,medium,F,0
4,4,260,2,3,5801,B,Ship,low,M,0
3,2,179,2,8,5589,F,Ship,high,F,0
4,2,271,5,4,1633,A,Ship,medium,M,1
5,1,203,5,2,4845,F,Ship,medium,M,0
4,1,257,3,47,1308,B,Ship,low,M,1
4,2,239,4,8,4039,F,Ship,medium,M,0
6,2,215,5,7,4057,F,Road,low,F,0
3,2,160,3,3,5807,B,Flight,medium,M,0
6,1,269,6,2,5363,F,Ship,medium,F,0
4,4,258,2,5,4562,C,Ship,medium,F,0
4,3,138,3,2,5593,B,Flight,low,F,0
2,1,212,2,8,4128,B,Ship,high,F,0
4,1,219,3,3,5223,A,Flight,low,M,1
5,1,179,2,8,5301,D,Flight,high,M,1
4,1,212,2,4,4969,F,Ship,medium,M,0
5,4,265,3,10,4565,C,Road,medium,M,0
3,3,136,2,10,5749,C,Flight,medium,M,0
7,2,254,4,9,1788,B,Ship,medium,F,0
3,4,255,2,7,4332,A,Ship,medium,F,1
4,1,230,3,8,4107,F,Road,low,M,1
3,1,242,5,3,4026,A,Ship,low,F,0
3,5,171,3,49,1333,A,Ship,low,F,1
3,5,137,3,28,1815,F,Ship,high,F,1
5,2,241,2,6,4741,D,Ship,medium,M,0
2,5,176,3,4,5463,C,Ship,low,F,0
7,3,286,4,3,1670,A,Ship,low,F,0
4,1,186,4,57,3880,F,Ship,medium,F,1
2,4,272,2,4,4632,F,Ship,medium,M,0
2,3,176,3,6,5006,B,Ship,low,F,0
2,4,111,2,60,1787,B,Ship,high,M,1
5,4,239,2,35,2107,F,Road,low,M,1
5,1,190,4,24,3446,F,Ship,medium,M,1
4,1,111,4,10,4711,C,Ship,medium,M,0
3,5,132,3,7,4013,D,Flight,low,M,1
5,5,149,7,50,1346,C,Ship,medium,F,1
2,3,224,2,5,5050,D,Ship,low,F,0
4,5,138,2,10,4788,F,Flight,low,M,0
3,5,135,2,9,5614,D,Ship,medium,F,1
6,5,244,4,6,1185,D,Ship,medium,F,0
3,4,192,2,56,3765,D,Ship,low,F,1
3,2,196,5,6,5692,A,Ship,medium,F,0
3,1,178,3,3,4811,B,Flight,low,M,0
4,1,157,2,7,4690,B,Ship,medium,F,1
