N1,N2,N3,N4,N5,N6,N7,label
504,382,122,8,17,6,2,0
312,90,222,2,31,1,1,0
194,99,95,2,31,1,1,0
62,62,0,1,0,1,0,1
275,96,179,4,41,2,2,0
70,70,0,1,0,1,0,2
234,234,0,4,12,4,0,0
60,60,0,1,0,1,0,1
8536,3817,4719,25,20,15,10,0
145,145,0,1,0,1,0,1
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
60,60,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
5971,706,5265,17,15,7,10,0
70,70,0,1,0,1,0,2
924,924,0,3,30,3,0,0
1155,781,374,10,15,6,4,0
184,94,90,2,31,1,1,0
13003,1226,11777,25,19,12,13,0
173,94,79,2,29,1,1,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,1
711697,18422,693275,716,50,253,463,0
70,70,0,1,0,1,0,2
756,95,661,2,30,1,1,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
2879984,113967,2766017,3396,129,1423,1973,0
4365,2581,1784,20,32,11,9,0
250,86,164,4,30,2,2,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
168,86,82,2,29,1,1,0
70,70,0,1,4,1,0,0
6107,2012,4095,18,25,10,8,0
760,97,663,2,30,1,1,0
416,210,206,7,15,4,3,0
197,78,119,2,30,1,1,0
1452,817,635,16,20,9,7,0
70,70,0,1,0,1,0,2
216,94,122,2,30,1,1,0
66,66,0,1,0,1,0,2
100,100,0,1,0,1,0,1
5360,3775,1585,22,35,13,9,0
168,78,90,2,31,1,1,0
16037318,218904,15818414,13595,136,2976,10619,0
234,94,140,2,30,1,1,0
60,60,0,1,0,1,0,1
177,94,83,2,30,1,1,0
197,102,95,2,30,1,1,0
1126,609,517,11,15,6,5,0
60,60,0,1,0,1,0,1
1313,876,437,11,26,6,5,0
134507,6585,127922,148,121,51,97,0
627,627,0,1,0,1,0,1
62,62,0,1,0,1,0,1
70,70,0,2,8,2,0,0
66,66,0,2,8,2,0,0
145,145,0,1,0,1,0,1
195,102,93,2,30,1,1,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
230,102,128,2,31,1,1,0
4348,1643,2705,14,138,6,8,0
197,102,95,2,30,1,1,0
2121,1558,563,13,16,7,6,0
70,70,0,1,0,1,0,2
711,87,624,2,30,1,1,0
4239,2334,1905,17,187,10,7,0
5713,1079,4634,15,26,8,7,0
62,62,0,1,0,1,0,1
1462,703,759,8,16,5,3,0
70,70,0,1,0,1,0,2
70,70,0,1,5,1,0,0
426,240,186,8,24,5,3,0
183,94,89,2,30,1,1,0
66,66,0,1,0,1,0,1
199,102,97,2,29,1,1,0
70,70,0,1,0,1,0,2
21055,15996,5059,39,22,22,17,0
143,143,0,1,0,1,0,1
198,102,96,2,30,1,1,0
66,66,0,1,0,1,0,1
7330,2295,5035,19,135,9,10,0
109,109,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
152,78,74,2,31,1,1,0
3541,616,2925,19,165,8,11,0
70,70,0,1,0,1,0,2
70,70,0,2,8,2,0,0
145,145,0,1,0,1,0,1
66,66,0,1,0,1,0,1
14518,2409,12109,23,135,10,13,0
66,66,0,1,0,1,0,2
78,78,0,1,5,1,0,0
146,146,0,1,0,1,0,1
70,70,0,1,0,1,0,2
145,145,0,1,0,1,0,1
303,97,206,4,56,2,2,0
62,62,0,1,0,1,0,1
6531,1249,5282,24,286,13,11,0
66,66,0,1,0,1,0,1
12604,6376,6228,27,133,16,11,0
3343,1454,1889,15,16,8,7,0
78,78,0,1,30,1,0,0
172,94,78,2,29,1,1,0
197,94,103,2,30,1,1,0
901,126,775,2,30,1,1,0
70,70,0,1,5,1,0,0
4515,3889,626,11,27,6,5,0
62,62,0,1,0,1,0,1
258,94,164,2,30,1,1,0
62,62,0,1,0,1,0,1
166,86,80,2,30,1,1,0
1594,1280,314,10,15,5,5,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,2,8,2,0,0
57678,29714,27964,241,175,120,121,0
7428,729,6699,19,80,7,12,0
4499,2807,1692,24,95,13,11,0
5578,1390,4188,19,15,9,10,0
196,102,94,2,33,1,1,0
66,66,0,1,0,1,0,2
804,380,424,9,15,5,4,0
396,102,294,2,31,1,1,0
66,66,0,1,0,1,0,1
232,94,138,2,30,1,1,0
146,146,0,1,0,1,0,1
216,90,126,2,30,1,1,0
62,62,0,1,0,1,0,1
5698,1585,4113,23,1108,13,10,0
5166,700,4466,16,14,7,9,0
543828,50144,493684,682,172,254,428,0
70,70,0,1,5,1,0,0
10281,2251,8030,25,17,14,11,0
10943,5186,5757,32,25,18,14,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
221,111,110,2,1200,1,1,0
199,102,97,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
3506,2280,1226,24,50,13,11,0
70,70,0,2,7,2,0,0
12552,2564,9988,29,16,17,12,0
10010,4051,5959,32,346,17,15,0
70,70,0,1,0,1,0,2
193,102,91,2,30,1,1,0
149,149,0,2,1199,2,0,0
400,400,0,1,0,1,0,1
70,70,0,1,0,1,0,2
499,425,74,4,0,3,1,0
294,86,208,2,30,1,1,0
66,66,0,1,0,1,0,2
237,91,146,2,33,1,1,0
9999,2316,7683,30,26,15,15,0
3957,2324,1633,51,1732,29,22,0
1369,708,661,14,24,8,6,0
140,140,0,1,30,1,0,0
70,70,0,1,0,1,0,2
74,74,0,1,0,1,0,1
334,140,194,6,25,3,3,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
70,70,0,2,7,2,0,0
70,70,0,1,0,1,0,2
1265,642,623,12,45,7,5,0
70,70,0,1,0,1,0,2
502,256,246,9,25,5,4,0
1820,1101,719,18,16,10,8,0
499,425,74,4,0,3,1,0
60,60,0,1,0,1,0,1
177,94,83,2,30,1,1,0
243,104,139,2,30,1,1,0
70,70,0,1,0,1,0,2
60,60,0,1,0,1,0,1
62,62,0,1,0,1,0,1
686,276,410,8,74,4,4,0
193,102,91,2,30,1,1,0
70,70,0,1,5,1,0,0
60,60,0,1,0,1,0,1
184,102,82,2,29,1,1,0
62,62,0,1,0,1,0,1
180,94,86,2,30,1,1,0
264,87,177,4,36,2,2,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
59451,47894,11557,177,91,99,78,0
234,234,0,4,12,4,0,0
3509,1693,1816,21,96,10,11,0
197,102,95,2,30,1,1,0
62,62,0,1,0,1,0,1
184,94,90,2,30,1,1,0
240,76,164,2,31,1,1,0
378,192,186,7,41,4,3,0
70,70,0,1,0,1,0,2
642,582,60,2,5,1,1,0
78,78,0,1,0,1,0,1
70,70,0,1,0,1,0,2
177,94,83,2,30,1,1,0
66,66,0,1,0,1,0,2
87,87,0,2,60,2,0,0
193,102,91,2,29,1,1,0
11534,2076,9458,43,60,21,22,0
228,97,131,2,31,1,1,0
3655,2344,1311,18,17,9,9,0
353,166,187,2,1199,1,1,0
62,62,0,1,0,1,0,1
11301,5604,5697,29,139,17,12,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
6350,1550,4800,23,19,12,11,0
16401,8712,7689,53,297,25,28,0
219,92,127,2,30,1,1,0
146,75,71,2,31,1,1,0
5850,1617,4233,28,127,13,15,0
70,70,0,1,0,1,0,2
78,78,0,1,29,1,0,0
3657,1867,1790,22,391,7,15,0
214,140,74,4,15,3,1,0
759397,22470,736927,766,108,270,496,0
70,70,0,2,8,2,0,0
243,94,149,2,30,1,1,0
2420,1462,958,18,170,10,8,0
60,60,0,1,0,1,0,1
194,102,92,2,29,1,1,0
7913,2091,5822,23,42,11,12,0
4681,2403,2278,19,135,10,9,0
316,136,180,6,6,3,3,0
130,70,60,2,15,1,1,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,2,7,2,0,0
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
785,110,675,2,30,1,1,0
146,60,86,2,10,1,1,0
10748,1634,9114,22,316,10,12,0
2577,1550,1027,15,15,7,8,0
66,66,0,1,0,1,0,1
168,86,82,2,30,1,1,0
6214,1733,4481,13,121,6,7,0
19093,3390,15703,26,126,10,16,0
760,97,663,2,30,1,1,0
240,110,130,2,30,1,1,0
14602,6734,7868,46,56,26,20,0
70,70,0,1,0,1,0,2
5086,3296,1790,36,56,18,18,0
712,374,338,11,28,6,5,0
152,78,74,2,30,1,1,0
70,70,0,2,8,2,0,0
3811,1846,1965,20,330,9,11,0
304,86,218,2,30,1,1,0
6620,672,5948,17,128,8,9,0
62,62,0,1,0,1,0,1
82930,18836,64094,131,128,55,76,0
12515,5891,6624,42,166,22,20,0
146,146,0,1,0,1,0,1
925322,25097,900225,971,113,287,684,0
198,102,96,2,30,1,1,0
66,66,0,1,0,1,0,2
60,60,0,1,0,1,0,1
60,60,0,1,0,1,0,1
66,66,0,1,0,1,0,2
3321,1297,2024,13,28,7,6,0
438124,21529,416595,481,398,138,343,0
70,70,0,1,0,1,0,2
1426,964,462,7,15,4,3,0
168,86,82,2,29,1,1,0
816,97,719,2,30,1,1,0
62,62,0,1,0,1,0,1
225,102,123,2,29,1,1,0
62,62,0,1,0,1,0,1
292,102,190,2,29,1,1,0
62,62,0,1,0,1,0,1
7661,1115,6546,19,35,10,9,0
62,62,0,1,0,1,0,1
168,78,90,2,30,1,1,0
24040,4851,19189,86,160,41,45,0
220,220,0,1,0,1,0,1
755,93,662,2,31,1,1,0
62,62,0,1,0,1,0,1
182,93,89,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
70,70,0,2,8,2,0,0
138,78,60,2,4,1,1,0
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
82,82,0,1,31,1,0,0
195,102,93,2,30,1,1,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
168,86,82,2,31,1,1,0
70,70,0,1,0,1,0,2
225,102,123,2,30,1,1,0
214,140,74,4,15,3,1,0
28173,21385,6788,100,41,51,49,0
258,110,148,2,29,1,1,0
817,98,719,2,30,1,1,0
70,70,0,1,0,1,0,2
179,94,85,2,30,1,1,0
183,94,89,2,30,1,1,0
70,70,0,1,0,1,0,2
209,110,99,2,31,1,1,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
287874,13215,274659,346,204,136,210,0
66,66,0,1,0,1,0,2
4535,1637,2898,23,2899,14,9,0
5082,969,4113,18,30,10,8,0
392,102,290,2,30,1,1,0
214,140,74,4,30,3,1,0
66,66,0,1,0,1,0,1
146,146,0,1,0,1,0,3
194,94,100,2,31,1,1,0
12528,7238,5290,26,91,15,11,0
184,94,90,2,30,1,1,0
1203,703,500,14,38,8,6,0
6365,3093,3272,36,130,19,17,0
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,2
150,150,0,1,1200,1,0,0
162355,7124,155231,207,27,96,111,0
70,70,0,1,5,1,0,0
1806,1806,0,22,224,22,0,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
754,94,660,2,31,1,1,0
499,425,74,4,0,3,1,0
124,60,64,2,5,1,1,0
6353,1520,4833,20,17,12,8,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
5693,499,5194,14,15,7,7,0
184,94,90,2,30,1,1,0
7359,2050,5309,18,16,10,8,0
62,62,0,1,0,1,0,1
184,94,90,2,30,1,1,0
70,70,0,1,0,1,0,2
10084,2145,7939,36,120,18,18,0
193,102,91,2,30,1,1,0
60,60,0,1,0,1,0,1
6782,3367,3415,25,139,15,10,0
266,89,177,4,58,2,2,0
781,94,687,2,30,1,1,0
66,66,0,1,0,1,0,2
4951,711,4240,15,29,8,7,0
198,101,97,2,30,1,1,0
66,66,0,1,5,1,0,0
70,70,0,1,5,1,0,0
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
33095,18485,14610,73,185,43,30,0
131,131,0,1,0,1,0,1
170890,13800,157090,246,97,123,123,0
66,66,0,1,0,1,0,2
166,85,81,2,30,1,1,0
887,126,761,2,31,1,1,0
398,105,293,4,46,2,2,0
62,62,0,1,0,1,0,1
217199,128,217071,316,37,3,313,0
320,128,192,6,5,3,3,0
2058,589,1469,10,44,6,4,0
60,60,0,1,0,1,0,1
21905,3249,18656,38,271,18,20,0
66,66,0,1,0,1,0,1
22576,10533,12043,61,200,35,26,0
183,94,89,2,30,1,1,0
185,102,83,2,31,1,1,0
1201,707,494,12,26,7,5,0
6509,973,5536,17,25,10,7,0
60,60,0,1,0,1,0,1
199,102,97,2,30,1,1,0
194,102,92,2,31,1,1,0
293,86,207,2,29,1,1,0
194,102,92,2,30,1,1,0
106,106,0,1,60,1,0,0
320,140,180,6,7,3,3,0
14025,7301,6724,38,171,22,16,0
10062,1631,8431,25,19,14,11,0
167,86,81,2,30,1,1,0
256,78,178,2,30,1,1,0
422,164,258,6,30,3,3,0
183,94,89,2,30,1,1,0
62,62,0,1,0,1,0,1
32148,21507,10641,72,21,42,30,0
70,70,0,1,0,1,0,2
511,126,385,2,31,1,1,0
200,102,98,2,30,1,1,0
216,88,128,2,30,1,1,0
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
60,60,0,1,0,1,0,1
261,102,159,2,30,1,1,0
167,86,81,2,30,1,1,0
3428,1714,1714,16,33,8,8,0
146,146,0,1,0,1,0,1
62,62,0,1,0,1,0,1
7571,3372,4199,33,88,17,16,0
261,94,167,2,30,1,1,0
710,89,621,2,31,1,1,0
70,70,0,1,0,1,0,2
208,60,148,4,12,2,2,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
7228,3478,3750,37,164,17,20,0
202,70,132,3,11,1,2,0
193,102,91,2,29,1,1,0
10956,4863,6093,47,82,22,25,0
60,60,0,1,0,1,0,1
232,94,138,2,30,1,1,0
66,66,0,1,0,1,0,2
9693,2010,7683,18,130,9,9,0
62,62,0,1,0,1,0,1
211,78,133,2,31,1,1,0
320,320,0,5,0,5,0,0
5694,2514,3180,36,118,19,17,0
333535,35190,298345,555,285,257,298,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
181,94,87,2,30,1,1,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
4934,1351,3583,21,21,11,10,0
357,107,250,4,36,2,2,0
318,192,126,6,45,4,2,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
146,146,0,1,0,1,0,1
82,82,0,1,30,1,0,0
66,66,0,1,0,1,0,1
6818,1800,5018,30,271,16,14,0
70,70,0,1,0,1,0,2
199,199,0,1,0,1,0,1
66,66,0,1,0,1,0,1
194,94,100,2,30,1,1,0
72,72,0,1,0,1,0,1
346,98,248,4,31,2,2,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
295493,16052,279441,394,68,186,208,0
70,70,0,1,4,1,0,0
60,60,0,1,0,1,0,1
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
174,174,0,1,0,1,0,1
70,70,0,1,0,1,0,2
165,86,79,2,31,1,1,0
70,70,0,1,0,1,0,2
168,78,90,2,30,1,1,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,1
60,60,0,1,0,1,0,1
70,70,0,1,0,1,0,2
538,166,372,2,1199,1,1,0
146,146,0,1,0,1,0,1
206,95,111,2,30,1,1,0
275,94,181,2,30,1,1,0
18581,9681,8900,62,103,33,29,0
182,93,89,2,30,1,1,0
166,86,80,2,31,1,1,0
146,146,0,1,0,1,0,1
62,62,0,1,0,1,0,1
6489,2137,4352,28,143,14,14,0
66,66,0,1,0,1,0,1
74,74,0,1,0,1,0,1
26571,2432,24139,42,30,21,21,0
11519,3163,8356,51,25,26,25,0
740,222,518,11,3631,4,7,0
70,70,0,1,0,1,0,2
198,110,88,2,30,1,1,0
66,66,0,1,0,1,0,2
66,66,0,2,8,2,0,0
70,70,0,1,0,1,0,2
269,78,191,2,30,1,1,0
345315,16365,328950,459,36,206,253,0
66,66,0,1,0,1,0,2
167,86,81,2,30,1,1,0
6210,2720,3490,15,121,7,8,0
66,66,0,1,0,1,0,2
103,103,0,1,0,1,0,1
70,70,0,2,8,2,0,0
184,94,90,2,29,1,1,0
70,70,0,1,0,1,0,2
7740,2603,5137,13,120,7,6,0
66,66,0,1,0,1,0,1
198,102,96,2,29,1,1,0
711,87,624,2,30,1,1,0
314,92,222,4,31,2,2,0
70,70,0,1,0,1,0,2
316,136,180,6,6,3,3,0
578,286,292,9,15,5,4,0
150,150,0,1,1200,1,0,0
182,93,89,2,31,1,1,0
176644,9435,167209,266,65,104,162,0
70,70,0,1,0,1,0,2
10500,5056,5444,23,143,11,12,0
270,78,192,2,30,1,1,0
177,94,83,2,30,1,1,0
66,66,0,1,0,1,0,2
6406,1614,4792,24,17,13,11,0
195,102,93,2,31,1,1,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,4,1,0,0
70,70,0,1,0,1,0,2
780,93,687,2,30,1,1,0
70,70,0,1,0,1,0,2
146,146,0,1,0,1,0,1
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
242669,43830,198839,310,67,159,151,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
2814,1454,1360,23,28,12,11,0
7878,1909,5969,31,28,16,15,0
502,250,252,9,41,5,4,0
66,66,0,1,0,1,0,1
366,240,126,7,21,5,2,0
7298,1737,5561,21,79,11,10,0
626,352,274,10,16,6,4,0
66,66,0,1,0,1,0,2
5913,4482,1431,30,30,20,10,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
366,180,186,7,47,4,3,0
3548,1868,1680,57,87,29,28,0
70,70,0,1,0,1,0,2
480,149,331,2,1200,1,1,0
103367,3730,99637,117,170,42,75,0
303,303,0,4,47,4,0,0
227,71,156,2,30,1,1,0
70,70,0,2,8,2,0,0
62,62,0,1,0,1,0,1
193,102,91,2,30,1,1,0
7037,1786,5251,23,200,13,10,0
62,62,0,1,0,1,0,1
197,102,95,2,30,1,1,0
6679,2730,3949,43,4309,23,20,0
159,159,0,1,0,1,0,1
458741,13270,445471,469,16,164,305,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
213,79,134,2,32,1,1,0
232,110,122,2,30,1,1,0
70,70,0,2,8,2,0,0
60,60,0,1,0,1,0,1
168,86,82,2,32,1,1,0
2680,1488,1192,19,41,10,9,0
62,62,0,1,0,1,0,1
193,102,91,2,30,1,1,0
229,86,143,2,30,1,1,0
66,66,0,1,0,1,0,2
82,82,0,2,40,2,0,0
66,66,0,1,0,1,0,1
3581,2902,679,13,23,8,5,0
893,126,767,2,30,1,1,0
66,66,0,1,0,1,0,1
8663,1983,6680,21,33,10,11,0
318,120,198,6,26,3,3,0
70,70,0,1,5,1,0,0
70,70,0,1,0,1,0,2
60,60,0,1,0,1,0,1
70,70,0,1,0,1,0,2
5746,1271,4475,25,105,12,13,0
72,72,0,1,0,1,0,1
198,94,104,2,29,1,1,0
272,122,150,2,30,1,1,0
70,70,0,2,7,2,0,0
2556,1470,1086,17,15,8,9,0
4618,840,3778,16,26,9,7,0
165,86,79,2,30,1,1,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
4336,2408,1928,18,21,10,8,0
70,70,0,1,0,1,0,2
143,143,0,1,0,1,0,1
70,70,0,1,0,1,0,2
291,86,205,2,29,1,1,0
41274,18956,22318,90,171,43,47,0
70,70,0,1,0,1,0,2
60,60,0,1,0,1,0,1
60,60,0,1,0,1,0,1
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
3392,2305,1087,22,80,11,11,0
62,62,0,1,0,1,0,1
168,78,90,2,30,1,1,0
178,94,84,2,30,1,1,0
5699,505,5194,14,15,7,7,0
194,102,92,2,31,1,1,0
62,62,0,1,0,1,0,1
215,102,113,2,30,1,1,0
880,126,754,2,31,1,1,0
220,100,120,2,31,1,1,0
183,94,89,2,29,1,1,0
139,139,0,1,0,1,0,1
13199834,344312,12855522,13125,121,3739,9386,0
70,70,0,1,5,1,0,0
146,146,0,1,0,1,0,1
74,74,0,1,0,1,0,1
273,73,200,4,29,2,2,0
70,70,0,1,0,1,0,2
757,98,659,2,31,1,1,0
2049,1276,773,15,15,8,7,0
70,70,0,1,0,1,0,2
193,102,91,2,30,1,1,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
14490,4227,10263,35,36,19,16,0
260,86,174,2,30,1,1,0
60,60,0,1,0,1,0,1
6981,948,6033,17,27,10,7,0
21062,2202,18860,34,80,15,19,0
168,78,90,2,30,1,1,0
70,70,0,1,0,1,0,2
177,94,83,2,30,1,1,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
163985,6578,157407,188,26,72,116,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,2,8,2,0,0
29874004,955051,28918953,31844,303,10580,21264,0
800,150,650,4,1200,2,2,0
70,70,0,1,0,1,0,2
200,102,98,2,30,1,1,0
62,62,0,1,0,1,0,1
732,89,643,2,0,1,1,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
324,87,237,4,55,2,2,0
146,146,0,1,0,1,0,1
499,425,74,4,0,3,1,0
422,164,258,6,30,3,3,0
66,66,0,1,0,1,0,2
60,60,0,1,0,1,0,1
155750,151462,4288,169,215,112,57,0
289,86,203,2,29,1,1,0
1015966,37923,978043,1167,205,468,699,0
166,86,80,2,31,1,1,0
60,60,0,1,0,1,0,1
24682,1935,22747,36,19,17,19,0
312,78,234,2,29,1,1,0
1588,553,1035,10,75,6,4,0
156,156,0,3,7,3,0,0
755531,16955,738576,785,16,265,520,0
271,95,176,4,47,2,2,0
209,110,99,2,30,1,1,0
3498,1872,1626,48,204,24,24,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
60,60,0,1,0,1,0,1
8061,1926,6135,24,361,11,13,0
178,94,84,2,30,1,1,0
8592,1152,7440,25,150,13,12,0
66,66,0,1,0,1,0,1
2312,1382,930,19,24,11,8,0
70,70,0,1,0,1,0,2
55844,3452,52392,85,255,38,47,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
198,86,112,2,30,1,1,0
70,70,0,1,0,1,0,2
443,182,261,6,30,3,3,0
166,86,80,2,30,1,1,0
5955,728,5227,17,15,8,9,0
66,66,0,1,0,1,0,2
152,78,74,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,5,1,0,0
60,60,0,1,0,1,0,1
12796,1635,11161,21,15,8,13,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
33357,26315,7042,65,273,38,27,0
9609,3239,6370,25,143,12,13,0
273,134,139,2,30,1,1,0
1024,539,485,10,58,5,5,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
168,78,90,2,30,1,1,0
193,102,91,2,30,1,1,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
28031,7016,21015,51,45,23,28,0
70,70,0,1,0,1,0,2
3055,1931,1124,16,16,9,7,0
492,306,186,8,15,5,3,0
422,240,182,8,26,5,3,0
66,66,0,1,0,1,0,1
159,159,0,1,0,1,0,1
317215,285998,31217,436,982,244,192,0
62,62,0,1,0,1,0,1
60,60,0,1,0,1,0,1
210,110,100,2,29,1,1,0
123436,6053,117383,165,241,83,82,0
254,128,126,5,15,3,2,0
177,94,83,2,29,1,1,0
62,62,0,1,0,1,0,1
5378,1423,3955,19,49,11,8,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
146,146,0,1,0,1,0,1
146,146,0,1,0,1,0,1
1864,250,1614,8,121,4,4,0
177,94,83,2,30,1,1,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
18859,5795,13064,62,3666,28,34,0
70,70,0,1,0,1,0,2
450,246,204,8,142,5,3,0
66,66,0,1,0,1,0,1
146,146,0,1,0,1,0,1
164571,13257,151314,206,19,95,111,0
60,60,0,1,0,1,0,1
70,70,0,1,0,1,0,2
901,126,775,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
48910,2361,46549,63,135,29,34,0
66,66,0,1,0,1,0,2
200,102,98,2,31,1,1,0
66,66,0,1,0,1,0,1
295475,14093,281382,413,469,162,251,0
62,62,0,1,0,1,0,1
320,140,180,6,6,3,3,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
11463,850,10613,23,25,7,16,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
267,94,173,4,56,2,2,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
4308,1658,2650,14,16,7,7,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
3562,1936,1626,48,195,24,24,0
66,66,0,1,0,1,0,2
752,93,659,2,30,1,1,0
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
3489,636,2853,16,143,7,9,0
472,124,348,4,39,2,2,0
258,107,151,2,30,1,1,0
70,70,0,1,0,1,0,2
168,94,74,2,30,1,1,0
200,102,98,2,30,1,1,0
200,102,98,2,29,1,1,0
66,66,0,1,0,1,0,2
258,102,156,2,30,1,1,0
60,60,0,1,0,1,0,1
66,66,0,1,0,1,0,1
1160457,45088,1115369,1320,315,518,802,0
355,96,259,4,38,2,2,0
70,70,0,1,0,1,0,2
29781,5947,23834,63,47,32,31,0
10457,3150,7307,25,217,13,12,0
300,100,200,4,44,2,2,0
4401,1494,2907,19,29,11,8,0
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
199,199,0,1,0,1,0,1
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
183,94,89,2,29,1,1,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
10789,5723,5066,36,136,17,19,0
177,94,83,2,30,1,1,0
459089,10521,448568,449,16,141,308,0
492,306,186,8,15,5,3,0
70,70,0,1,0,1,0,2
146,146,0,1,0,1,0,1
7723,2591,5132,23,49,12,11,0
62,62,0,1,0,1,0,1
1328,917,411,10,28,6,4,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
66,66,0,1,5,1,0,0
34629391,1109219,33520172,36863,278,12240,24623,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
168,78,90,2,30,1,1,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,1
11204,3773,7431,29,132,12,17,0
16296,9143,7153,48,27,26,22,0
196,102,94,2,31,1,1,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
